Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
Melbourne City vs Perth Glory,2025-12-28 03:00:00,A-League,Doble Chance,1X,1.1858,betfair_ex_au,32,5.48,0.0435,2.07,1.0,1.1423,0.0005480794576238137,32,0.01809855574684401,0.014534090274657654,,,,,betfair_ex_au:1.1858; betfair_ex_eu:1.1858; betfair_ex_uk:1.1858; coolbet:1.1781; pinnacle:1.1774; smarkets:1.1714; draftkings:1.1612; bovada:1.1548; tab:1.1518; codere_it:1.1509; leovegas_se:1.148; leovegas:1.148; coral:1.148; ladbrokes_uk:1.148; unibet_uk:1.1429; unibet:1.1429; betmgm:1.1396; pointsbetau:1.1377; sport888:1.1309; winamax_de:1.13; nordicbet:1.1285; betsson:1.1285; paddypower:1.1275; marathonbet:1.1235; tabtouch:1.1235; grosvenor:1.1235; unibet_se:1.1235; casumo:1.1235; unibet_nl:1.1235; williamhill:1.1194; virginbet:1.1; winamax_fr:1.0898
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Doble Chance,X2,7.4795,betfair_ex_uk,9,5.0183,1.1201,15.75,1.09,6.3594,0.000893837187959016,9,0.025955286945762168,0.024315601112244043,,,,,betfair_ex_uk:7.4795; betfair_ex_au:7.4795; betfair_ex_eu:7.4795; smarkets:7.1429; pinnacle:6.4064; coolbet:5.7523; betmgm:5.2159; ladbrokes_uk:5.1395; coral:5.1395
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Doble Chance,X2,1.3283,betfair_ex_uk,34,4.3889,0.0532,2.17,1.26,1.2751,0.0003036409447173409,34,0.01690601681693922,0.014473464599271532,,,,,betfair_ex_uk:1.3283; betfair_ex_eu:1.3208; betfair_ex_au:1.3208; smarkets:1.3134; coral:1.3125; draftkings:1.3095; coolbet:1.3091; pinnacle:1.3066; unibet_uk:1.3018; ladbrokes_uk:1.2982; bovada:1.2871; sport888:1.2868; betmgm:1.2789; marathonbet:1.2778; williamhill:1.2757; pointsbetau:1.2757; nordicbet:1.2683; betsson:1.2683; betway:1.2679; grosvenor:1.26; casumo:1.26; skybet:1.2593; paddypower:1.2571; winamax_fr:1.2571; winamax_de:1.2571; tabtouch:1.2528; fanduel:1.2495; tipico_de:1.2495; unibet:1.2448; unibet_nl:1.2448; unibet_se:1.2448; leovegas_se:1.2448; leovegas:1.2412; virginbet:1.2224
AC Milan vs Hellas Verona,2025-12-28 06:30:00,Serie A,Doble Chance,1X,1.0985,betfair_ex_au,37,4.2212,0.0344,1.98,1.04,1.0641,0.0011864769958370841,37,0.018635980615712866,0.015794941360221828,,,,,betfair_ex_au:1.0985; betfair_ex_eu:1.0985; betfair_ex_uk:1.0985; smarkets:1.0938; betmgm:1.0938; coral:1.0938; ladbrokes_uk:1.0938; marathonbet:1.0828; coolbet:1.0815; pinnacle:1.0782; unibet_se:1.0737; unibet_nl:1.0737; betsson:1.0727; nordicbet:1.0727; codere_it:1.0707; pointsbetau:1.0692; bovada:1.0682; betway:1.0678; winamax_de:1.0674; tipico_de:1.063; betclic_fr:1.0612; fanduel:1.0597; tab:1.0561; unibet_uk:1.0537; winamax_fr:1.0522; skybet:1.0506; draftkings:1.0497; sport888:1.0444; williamhill:1.0444; grosvenor:1.0399; leovegas_se:1.0399; unibet:1.0399; casumo:1.0399; tabtouch:1.0399; paddypower:1.0391; leovegas:1.0274; virginbet:1.023
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Doble Chance,1X,1.8195,betfair_ex_eu,34,3.0178,0.1249,3.17,1.69,1.6946,0.0002461190782886508,34,0.018202597762397927,0.013878453046031998,,,,,betfair_ex_eu:1.8195; betfair_ex_au:1.8195; betfair_ex_uk:1.8195; smarkets:1.7944; pinnacle:1.7526; paddypower:1.7302; skybet:1.7246; coral:1.7246; fanduel:1.7159; tipico_de:1.7159; ladbrokes_uk:1.7; bovada:1.6985; coolbet:1.6985; nordicbet:1.6967; betsson:1.6967; draftkings:1.6874; unibet_uk:1.6867; tabtouch:1.68; grosvenor:1.68; casumo:1.68; betmgm:1.6746; marathonbet:1.6709; williamhill:1.6617; pointsbetau:1.6617; unibet:1.6549; unibet_nl:1.6549; unibet_se:1.6549; leovegas:1.6549; leovegas_se:1.6549; betway:1.6485; winamax_fr:1.6374; winamax_de:1.6374; virginbet:1.6298; sport888:1.5984
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Doble Chance,X2,1.274,betfair_ex_au,34,2.8514,0.0551,2.34,1.75,1.2189,0.0004464016791118284,34,0.01910687427201819,0.015679884471963744,,,,,betfair_ex_au:1.274; betfair_ex_eu:1.274; betfair_ex_uk:1.274; smarkets:1.2661; pinnacle:1.25; draftkings:1.2453; betmgm:1.2393; ladbrokes_uk:1.2393; coral:1.2393; coolbet:1.2375; sport888:1.2308; unibet_uk:1.2257; fanduel:1.2257; paddypower:1.2257; bovada:1.2257; skybet:1.223; nordicbet:1.2205; betsson:1.2205; pointsbetau:1.2187; marathonbet:1.2178; williamhill:1.2117; tipico_de:1.2039; betway:1.203; grosvenor:1.1981; casumo:1.1981; winamax_fr:1.1922; winamax_de:1.1922; tabtouch:1.1897; unibet:1.1835; leovegas_se:1.1835; unibet_nl:1.1835; unibet_se:1.1835; leovegas:1.1793; virginbet:1.1689
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Doble Chance,1X,1.5866,betfair_ex_au,34,2.7207,0.0458,1.85,1.79,1.5408,0.00011559632592435223,34,0.012067886298601437,0.00960096691382933,,,,,betfair_ex_au:1.5866; betfair_ex_eu:1.5866; betfair_ex_uk:1.5866; smarkets:1.585; ladbrokes_uk:1.5746; coral:1.5746; bovada:1.5714; grosvenor:1.5624; casumo:1.5624; tabtouch:1.55; skybet:1.55; betmgm:1.55; fanduel:1.5484; paddypower:1.5484; tipico_de:1.5484; coolbet:1.5484; pinnacle:1.5472; unibet:1.5374; leovegas_se:1.5374; unibet_nl:1.5374; leovegas:1.5374; unibet_se:1.5374; draftkings:1.5374; unibet_uk:1.5366; marathonbet:1.5297; pointsbetau:1.5246; virginbet:1.5124; betway:1.5; winamax_fr:1.5; winamax_de:1.5; sport888:1.5; williamhill:1.5; betsson:1.49; nordicbet:1.49
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Doble Chance,X2,1.4081,betfair_ex_au,34,2.7207,0.0666,2.24,1.79,1.3415,0.00025275295645643713,34,0.016407454586152084,0.012968483349641444,,,,,betfair_ex_au:1.4081; betfair_ex_eu:1.4081; betfair_ex_uk:1.4081; pinnacle:1.3888; smarkets:1.3859; betsson:1.3654; nordicbet:1.3654; coral:1.3616; draftkings:1.3586; coolbet:1.3486; sport888:1.3486; williamhill:1.3486; skybet:1.3464; ladbrokes_uk:1.3382; grosvenor:1.3367; casumo:1.3367; marathonbet:1.3342; unibet_uk:1.3333; betway:1.3333; fanduel:1.3333; paddypower:1.3333; pointsbetau:1.3333; tabtouch:1.3302; betmgm:1.3204; tipico_de:1.3178; unibet:1.3177; leovegas_se:1.3177; unibet_nl:1.3177; unibet_se:1.3177; leovegas:1.3112; bovada:1.3083; winamax_fr:1.3019; winamax_de:1.3019; virginbet:1.2955
Arouca vs Gil Vicente,2025-12-28 10:30:00,Primeira Liga,Doble Chance,1X,1.9142,smarkets,34,2.0089,0.0834,2.85,2.24,1.8308,0.00017898593600974022,34,0.015671360869714438,0.013046030505671697,,,,,smarkets:1.9142; betfair_ex_au:1.9142; betfair_ex_eu:1.9142; betfair_ex_uk:1.9142; grosvenor:1.8889; casumo:1.8889; pinnacle:1.879; tabtouch:1.8789; unibet:1.8636; leovegas_se:1.8636; unibet_nl:1.8636; leovegas:1.8636; unibet_se:1.8636; unibet_uk:1.848; coolbet:1.848; virginbet:1.8284; fanduel:1.8284; coral:1.8164; tipico_de:1.8162; nordicbet:1.8127; betsson:1.8127; paddypower:1.8082; bovada:1.8082; marathonbet:1.8041; skybet:1.7944; betmgm:1.7944; ladbrokes_uk:1.7944; betway:1.7931; pointsbetau:1.7931; draftkings:1.7875; williamhill:1.7577; sport888:1.7371; winamax_fr:1.7266; winamax_de:1.7266
AC Milan vs Hellas Verona,2025-12-28 06:30:00,Serie A,Doble Chance,X2,3.3775,unibet_se,37,0.7293,0.2373,4.98,3.14,3.1402,0.0002155679152017265,37,0.016151353547056824,0.013551832176585675,,,,,unibet_se:3.3775; unibet_nl:3.3775; betfair_ex_au:3.3775; betfair_ex_eu:3.3775; betfair_ex_uk:3.3775; smarkets:3.3333; coolbet:3.2699; betclic_fr:3.2553; grosvenor:3.2326; leovegas_se:3.2326; unibet:3.2326; casumo:3.2326; leovegas:3.2326; tabtouch:3.2326; skybet:3.2143; marathonbet:3.1972; virginbet:3.1888; winamax_de:3.1875; pinnacle:3.1649; tipico_de:3.1481; codere_it:3.1215; paddypower:3.1091; winamax_fr:3.1082; bovada:3.088; pointsbetau:3.0769; unibet_uk:3.0677; betsson:3.0008; nordicbet:3.0008; fanduel:3.0; betmgm:3.0; coral:3.0; ladbrokes_uk:3.0; draftkings:2.9206; sport888:2.88; williamhill:2.88; betway:2.88; tab:2.8125
Bologna vs Sassuolo,2025-12-28 12:00:00,Serie A,Doble Chance,X2,2.1875,coolbet,37,0.6897,0.1347,3.04,3.19,2.0528,0.0001576132058578941,37,0.014772626277118889,0.011953864106034594,,,,,coolbet:2.1875; smarkets:2.1618; betfair_ex_au:2.1446; betfair_ex_eu:2.1446; betfair_ex_uk:2.1446; bovada:2.1361; unibet_se:2.1098; unibet_nl:2.1098; betmgm:2.0956; winamax_de:2.0894; pinnacle:2.0894; marathonbet:2.0885; coral:2.0659; ladbrokes_uk:2.0659; pointsbetau:2.0588; tabtouch:2.0586; casumo:2.0586; grosvenor:2.0586; leovegas_se:2.0586; unibet:2.0586; betclic_fr:2.0503; fanduel:2.0417; tipico_de:2.0417; codere_it:2.0386; leovegas:2.0241; skybet:2.0152; winamax_fr:2.0037; betway:2.0; virginbet:1.9985; draftkings:1.9896; unibet_uk:1.9877; paddypower:1.9816; betsson:1.9747; nordicbet:1.9747; sport888:1.955; williamhill:1.955; tab:1.9367
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Doble Chance,1X,1.0284,coral,9,0.3306,0.0095,1.0,4.93,1.0189,0.0013857537511302999,9,0.009831467214887554,0.009058024187277684,,,,,coral:1.0284; betfair_ex_uk:1.0284; betfair_ex_au:1.0284; betfair_ex_eu:1.0284; smarkets:1.0233; pinnacle:1.0138; ladbrokes_uk:1.013; betmgm:1.0052; coolbet:1.0016
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Goles (Over/Under),Under 2.5,1.75,tipico_de,14,0.402,0.0929,3.86,5.92,1.6571,0.0003997456071000977,14,0.023045242253331797,0.021992783814609323,0.00021653544968058954,14,0.017218896250130178,0.016658933874463582,tipico_de:1.75; williamhill:1.75; coolbet:1.74; nordicbet:1.72; betsson:1.72; betmgm:1.69; unibet:1.61; tabtouch:1.61; unibet_nl:1.61; unibet_se:1.61; grosvenor:1.61; casumo:1.61; leovegas_se:1.6; leovegas:1.57
Braga vs Benfica,2025-12-28 13:00:00,Primeira Liga,Goles (Over/Under),Over 2.5,2.15,unibet,14,-0.0371,0.0586,3.3,8.62,2.0914,0.0001882550854582904,14,0.016142846838628884,0.014873751732323371,0.00021653544968058954,14,0.017218896250130164,0.016658933874463575,unibet:2.15; tabtouch:2.15; unibet_nl:2.15; unibet_se:2.15; grosvenor:2.15; casumo:2.15; leovegas:2.14; leovegas_se:2.14; coolbet:2.06; tipico_de:2.05; nordicbet:2.02; betsson:2.02; betmgm:2.0; williamhill:1.95
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Goles (Over/Under),Under 3.5,1.9,tipico_de,15,0.0755,0.1533,4.58,7.28,1.7467,0.0004868134964942828,15,0.025721693658982005,0.024069592010810367,0.00021572669392053146,15,0.017265703259860984,0.015429037433130226,tipico_de:1.9; pinnacle:1.85; bovada:1.83; nordicbet:1.82; betsson:1.82; coolbet:1.82; betmgm:1.74; unibet:1.68; grosvenor:1.68; tabtouch:1.68; unibet_nl:1.68; leovegas_se:1.68; casumo:1.68; unibet_se:1.68; leovegas:1.66
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Goles (Over/Under),Over 3.5,2.02,unibet,15,-0.1329,0.0367,2.76,9.03,1.9833,0.00015311207377225554,15,0.014556501953219033,0.011749787541695459,0.00021572669392053146,15,0.017265703259860973,0.015429037433130236,unibet:2.02; grosvenor:2.02; tabtouch:2.02; unibet_nl:2.02; leovegas_se:2.02; leovegas:2.02; casumo:2.02; unibet_se:2.02; pinnacle:2.01; bovada:2.0; coolbet:1.96; betmgm:1.95; nordicbet:1.92; betsson:1.92; tipico_de:1.83
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.62,codere_it,14,0.4872,0.0429,1.3,3.92,1.5771,5.100011482739679e-05,14,0.008120889330927705,0.006489575045137633,6.790544252501496e-05,14,0.009529922394172202,0.007694203929229989,codere_it:1.62; williamhill:1.62; mybookieag:1.6; betsson:1.58; nordicbet:1.58; tipico_de:1.57; leovegas:1.57; leovegas_se:1.57; betmgm:1.57; grosvenor:1.56; casumo:1.56; unibet_se:1.56; unibet_nl:1.56; tabtouch:1.56
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.43,leovegas,14,0.2021,0.07,2.97,4.85,2.36,0.00012523402270132774,14,0.013052092585081367,0.010357550296858432,6.790544252501496e-05,14,0.009529922394172226,0.007694203929229997,leovegas:2.43; leovegas_se:2.43; grosvenor:2.4; casumo:2.4; unibet_se:2.4; unibet_nl:2.4; tabtouch:2.4; betsson:2.38; nordicbet:2.38; codere_it:2.37; tipico_de:2.35; mybookieag:2.25; betmgm:2.25; williamhill:2.2
Bologna vs Sassuolo,2025-12-28 12:00:00,Serie A,Goles (Over/Under),Under 2.5,1.86,coolbet,16,1.0861,0.0881,2.35,3.02,1.7719,0.00012300888321201708,16,0.01296541172627838,0.010956978669933379,5.7888771169054394e-05,16,0.008942151501250007,0.008512182823662222,coolbet:1.86; pinnacle:1.85; bovada:1.83; tipico_de:1.8; williamhill:1.8; betmgm:1.77; leovegas_se:1.76; codere_it:1.75; betsson:1.75; nordicbet:1.75; grosvenor:1.75; unibet_se:1.74; tabtouch:1.74; casumo:1.74; unibet_nl:1.74; leovegas:1.72
Bologna vs Sassuolo,2025-12-28 12:00:00,Serie A,Goles (Over/Under),Over 2.5,2.06,leovegas_se,16,0.1754,0.0519,2.43,5.36,2.0081,0.00011148164024442972,16,0.012429104449341912,0.01018446282193957,5.7888771169054394e-05,16,0.008942151501250002,0.008512182823662222,leovegas_se:2.06; pinnacle:2.05; grosvenor:2.05; unibet_se:2.04; tabtouch:2.04; casumo:2.04; unibet_nl:2.04; coolbet:2.03; betsson:2.02; nordicbet:2.02; leovegas:2.02; bovada:2.0; tipico_de:1.97; codere_it:1.93; williamhill:1.91; betmgm:1.91
Melbourne City vs Perth Glory,2025-12-28 03:00:00,A-League,Goles (Over/Under),Under 2.5,2.02,pinnacle,16,1.8185,0.0706,1.6,2.7,1.9494,4.846355139126109e-05,16,0.008192774867172872,0.006538650183818176,5.333390839294622e-05,16,0.008589746142893144,0.008267889735739047,pinnacle:2.02; bovada:1.98; unibet:1.97; tabtouch:1.96; leovegas_se:1.96; leovegas:1.96; grosvenor:1.96; unibet_se:1.96; casumo:1.96; unibet_nl:1.96; coolbet:1.95; nordicbet:1.92; betsson:1.92; williamhill:1.91; betmgm:1.91; codere_it:1.89
Melbourne City vs Perth Glory,2025-12-28 03:00:00,A-League,Goles (Over/Under),Over 2.5,1.89,coolbet,16,0.8162,0.1119,3.16,4.19,1.7781,0.0002219520514214028,16,0.01742141553590682,0.01534727438832182,5.333390839294622e-05,16,0.008589746142893151,0.008267889735739054,coolbet:1.89; pinnacle:1.88; bovada:1.85; nordicbet:1.82; betsson:1.82; williamhill:1.8; codere_it:1.78; betmgm:1.77; tabtouch:1.73; leovegas_se:1.73; leovegas:1.73; grosvenor:1.73; unibet_se:1.73; unibet:1.73; casumo:1.73; unibet_nl:1.73
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.8,coolbet,14,1.0847,0.0743,1.83,2.95,1.7257,8.065846867620336e-05,14,0.010450507836107435,0.008601319977133608,5.0240919608858085e-05,14,0.008315511824508277,0.007050882838926076,coolbet:1.8; codere_it:1.77; tipico_de:1.75; williamhill:1.75; betmgm:1.74; betsson:1.72; nordicbet:1.72; leovegas_se:1.72; grosvenor:1.71; unibet_se:1.7; casumo:1.7; unibet_nl:1.7; tabtouch:1.7; leovegas:1.68
