Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas,APIs_Usadas
Brentford vs Sunderland,2026-01-07 14:30:00,Over 2.5,2.08,1.9979,5.1e-05,23,0.008421,0.007942,9.8e-05,23,0.011682,0.010703,toa_pinnacle,23,0.0821,2.33,1051.85,Premier League,Over/Under,,sgo_betparx:1.9615; toa_betmgm:1.9800; toa_betonlineag:2.0600; toa_betrivers:1.9400; toa_betsson:2.0500; toa_betus:2.0500; toa_bovada:2.0200; toa_casumo:1.9500; toa_codere_it:2.0400; toa_coolbet:2.0600; toa_grosvenor:1.9500; toa_gtbets:2.0000; toa_leovegas:1.9600; toa_leovegas_se:1.9600; toa_lowvig:2.0600; toa_mybookieag:1.9800; toa_nordicbet:2.0500; toa_pinnacle:2.0800; toa_tabtouch:1.9500; toa_tipico_de:2.0000; toa_unibet_nl:1.9500; toa_unibet_se:1.9500; toa_williamhill:1.9500,"SportsGameOdds, THE_ODDS_API"
Brentford vs Sunderland,2026-01-07 14:30:00,Under 2.5,1.85,1.8173,5.1e-05,23,0.008421,0.007942,8e-05,23,0.010445,0.008591,toa_unibet_se,23,0.0327,1.9,1166.07,Premier League,Over/Under,,sgo_betparx:1.8475; toa_betmgm:1.7400; toa_betonlineag:1.8200; toa_betrivers:1.8300; toa_betsson:1.7800; toa_betus:1.8000; toa_bovada:1.8200; toa_casumo:1.8500; toa_codere_it:1.8200; toa_coolbet:1.8200; toa_grosvenor:1.8500; toa_gtbets:1.8400; toa_leovegas:1.8500; toa_leovegas_se:1.8500; toa_lowvig:1.8200; toa_mybookieag:1.7800; toa_nordicbet:1.7800; toa_pinnacle:1.8300; toa_tabtouch:1.8500; toa_tipico_de:1.7700; toa_unibet_nl:1.8500; toa_unibet_se:1.8500; toa_williamhill:1.7500,"SportsGameOdds, THE_ODDS_API"
Everton vs Wolverhampton Wanderers,2026-01-07 14:30:00,Under 2.5,1.79,1.7315,4.9e-05,19,0.008169,0.007565,4.7e-05,19,0.007992,0.007214,toa_coolbet,19,0.0585,1.38,997.5,Premier League,Over/Under,,sgo_betparx:1.7092; toa_betmgm:1.7400; toa_betrivers:1.7000; toa_betsson:1.7500; toa_betus:1.7400; toa_casumo:1.7100; toa_codere_it:1.7600; toa_coolbet:1.7900; toa_grosvenor:1.7100; toa_gtbets:1.7600; toa_leovegas:1.7200; toa_leovegas_se:1.7200; toa_mybookieag:1.7100; toa_nordicbet:1.7500; toa_tabtouch:1.7100; toa_tipico_de:1.7500; toa_unibet_nl:1.7100; toa_unibet_se:1.7100; toa_williamhill:1.7500,"SportsGameOdds, THE_ODDS_API"
Everton vs Wolverhampton Wanderers,2026-01-07 14:30:00,Over 2.5,2.15,2.1016,4.9e-05,19,0.008169,0.007565,9.6e-05,19,0.011528,0.009967,toa_leovegas,19,0.0484,2.42,804.6,Premier League,Over/Under,,sgo_betparx:2.1400; toa_betmgm:2.0000; toa_betrivers:2.1200; toa_betsson:2.0800; toa_betus:2.1500; toa_casumo:2.1400; toa_codere_it:2.1200; toa_coolbet:2.1000; toa_grosvenor:2.1400; toa_gtbets:2.0400; toa_leovegas:2.1500; toa_leovegas_se:2.1500; toa_mybookieag:2.0500; toa_nordicbet:2.0800; toa_tabtouch:2.1400; toa_tipico_de:2.0500; toa_unibet_nl:2.1400; toa_unibet_se:2.1400; toa_williamhill:2.0000,"SportsGameOdds, THE_ODDS_API"
Rangers vs Aberdeen,2026-01-06 15:00:00,Over 2.75,1.84,1.822,4e-05,5,0.007452,0.005676,3.1e-05,5,0.006539,0.005149,toa_betus,5,0.018,1.19,174.46,Scottish Premiership,Over/Under,,toa_betonlineag:1.8300; toa_betus:1.8400; toa_bovada:1.7800; toa_lowvig:1.8300; toa_pinnacle:1.8300,THE_ODDS_API
Rangers vs Aberdeen,2026-01-06 15:00:00,Under 2.75,2.06,1.992,4e-05,5,0.007452,0.005676,0.000132,5,0.013524,0.010654,toa_pinnacle,5,0.068,2.69,151.18,Scottish Premiership,Over/Under,,toa_betonlineag:2.0100; toa_betus:1.9000; toa_bovada:1.9800; toa_lowvig:2.0100; toa_pinnacle:2.0600,THE_ODDS_API
Parma vs Inter Milan,2026-01-07 14:45:00,Under 2.5,2.33,2.2862,3.9e-05,16,0.007245,0.006765,5e-05,16,0.008265,0.007203,toa_leovegas_se,16,0.0438,1.89,600.08,Serie A,Over/Under,,sgo_betparx:2.3200; toa_betmgm:2.2000; toa_betrivers:2.3000; toa_betsson:2.2200; toa_casumo:2.3200; toa_codere_it:2.3000; toa_grosvenor:2.3300; toa_gtbets:2.2800; toa_leovegas:2.3000; toa_leovegas_se:2.3300; toa_nordicbet:2.2200; toa_tabtouch:2.3200; toa_tipico_de:2.2500; toa_unibet_nl:2.3200; toa_unibet_se:2.3200; toa_williamhill:2.2500,"SportsGameOdds, THE_ODDS_API"
Parma vs Inter Milan,2026-01-07 14:45:00,Over 2.5,1.65,1.5932,3.9e-05,16,0.007245,0.006765,7.3e-05,16,0.009745,0.008434,toa_codere_it,16,0.0568,1.55,904.5,Serie A,Over/Under,,sgo_betparx:1.5814; toa_betmgm:1.6100; toa_betrivers:1.5600; toa_betsson:1.6200; toa_casumo:1.5700; toa_codere_it:1.6500; toa_grosvenor:1.6000; toa_gtbets:1.6100; toa_leovegas:1.5600; toa_leovegas_se:1.6000; toa_nordicbet:1.6200; toa_tabtouch:1.5700; toa_tipico_de:1.6000; toa_unibet_nl:1.5700; toa_unibet_se:1.5700; toa_williamhill:1.6000,"SportsGameOdds, THE_ODDS_API"
Lecce vs AS Roma,2026-01-06 12:00:00,Under 2.5,1.63,1.578,3.7e-05,15,0.007059,0.006687,8.3e-05,15,0.010353,0.008991,toa_codere_it,15,0.052,1.63,850.83,Serie A,Over/Under,,toa_betmgm:1.5700; toa_betrivers:1.5500; toa_betsson:1.6200; toa_casumo:1.5600; toa_codere_it:1.6300; toa_grosvenor:1.5600; toa_gtbets:1.5900; toa_leovegas:1.5500; toa_leovegas_se:1.5700; toa_nordicbet:1.6200; toa_tabtouch:1.5600; toa_tipico_de:1.6000; toa_unibet_nl:1.5600; toa_unibet_se:1.5600; toa_williamhill:1.5700,THE_ODDS_API
Lecce vs AS Roma,2026-01-06 12:00:00,Over 2.5,2.4,2.3253,3.7e-05,15,0.007059,0.006687,4.8e-05,15,0.008043,0.006764,toa_leovegas_se,15,0.0747,1.87,545.29,Serie A,Over/Under,,toa_betmgm:2.2500; toa_betrivers:2.3500; toa_betsson:2.2800; toa_casumo:2.3500; toa_codere_it:2.3400; toa_grosvenor:2.3800; toa_gtbets:2.3200; toa_leovegas:2.3300; toa_leovegas_se:2.4000; toa_nordicbet:2.2800; toa_tabtouch:2.3500; toa_tipico_de:2.3000; toa_unibet_nl:2.3500; toa_unibet_se:2.3500; toa_williamhill:2.2500,THE_ODDS_API
Torino vs Udinese,2026-01-07 14:45:00,Under 2.5,1.63,1.5776,3.6e-05,16,0.006933,0.005808,6e-05,16,0.008799,0.007183,toa_codere_it,16,0.0524,1.39,914.4,Serie A,Over/Under,,sgo_betparx:1.5714; toa_betmgm:1.6100; toa_betrivers:1.5600; toa_betsson:1.5800; toa_casumo:1.5600; toa_codere_it:1.6300; toa_grosvenor:1.5700; toa_gtbets:1.6100; toa_leovegas:1.5500; toa_leovegas_se:1.5700; toa_nordicbet:1.5800; toa_tabtouch:1.5600; toa_tipico_de:1.6000; toa_unibet_nl:1.5600; toa_unibet_se:1.5600; toa_williamhill:1.5700,"SportsGameOdds, THE_ODDS_API"
Torino vs Udinese,2026-01-07 14:45:00,Over 2.5,2.38,2.325,3.6e-05,16,0.006933,0.005808,5.5e-05,16,0.008639,0.006358,toa_leovegas_se,16,0.055,2.01,588.44,Serie A,Over/Under,,sgo_betparx:2.3500; toa_betmgm:2.2000; toa_betrivers:2.3300; toa_betsson:2.3200; toa_casumo:2.3500; toa_codere_it:2.3500; toa_grosvenor:2.3800; toa_gtbets:2.2900; toa_leovegas:2.3300; toa_leovegas_se:2.3800; toa_nordicbet:2.3200; toa_tabtouch:2.3500; toa_tipico_de:2.3000; toa_unibet_nl:2.3500; toa_unibet_se:2.3500; toa_williamhill:2.2500,"SportsGameOdds, THE_ODDS_API"
Bologna vs Atalanta BC,2026-01-07 12:30:00,Over 2.5,2.03,1.9354,3.3e-05,22,0.006714,0.006288,0.000142,22,0.014029,0.012309,toa_pinnacle,22,0.0946,2.71,1037.55,Serie A,Over/Under,,sgo_betparx:1.9091; toa_betmgm:1.8700; toa_betonlineag:1.9900; toa_betrivers:1.8900; toa_betsson:1.9800; toa_betus:2.0000; toa_bovada:1.9800; toa_casumo:1.9100; toa_codere_it:1.8600; toa_coolbet:2.0300; toa_grosvenor:1.9200; toa_gtbets:1.9500; toa_leovegas:1.8800; toa_leovegas_se:1.9300; toa_lowvig:1.9900; toa_nordicbet:1.9800; toa_pinnacle:2.0300; toa_tabtouch:1.9100; toa_tipico_de:1.9000; toa_unibet_nl:1.9100; toa_unibet_se:1.9100; toa_williamhill:1.8500,"SportsGameOdds, THE_ODDS_API"
Bologna vs Atalanta BC,2026-01-07 12:30:00,Under 2.5,1.87,1.8417,3.3e-05,22,0.006714,0.006288,1.6e-05,22,0.004665,0.003949,toa_pinnacle,22,0.0283,0.86,1094.63,Serie A,Over/Under,,sgo_betparx:1.8475; toa_betmgm:1.8300; toa_betonlineag:1.8400; toa_betrivers:1.8300; toa_betsson:1.8200; toa_betus:1.8300; toa_bovada:1.8500; toa_casumo:1.8500; toa_codere_it:1.8100; toa_coolbet:1.8600; toa_grosvenor:1.8500; toa_gtbets:1.8200; toa_leovegas:1.8300; toa_leovegas_se:1.8700; toa_lowvig:1.8400; toa_nordicbet:1.8200; toa_pinnacle:1.8700; toa_tabtouch:1.8500; toa_tipico_de:1.8500; toa_unibet_nl:1.8500; toa_unibet_se:1.8500; toa_williamhill:1.8500,"SportsGameOdds, THE_ODDS_API"
Manchester City vs Brighton and Hove Albion,2026-01-07 14:30:00,Under 3.5,1.8,1.74,3.1e-05,17,0.006497,0.004906,4.8e-05,17,0.00804,0.006193,toa_coolbet,17,0.06,1.4,877.2,Premier League,Over/Under,,toa_betmgm:1.6900; toa_betrivers:1.7200; toa_betsson:1.7500; toa_betus:1.7600; toa_casumo:1.7300; toa_codere_it:1.7700; toa_coolbet:1.8000; toa_grosvenor:1.7300; toa_gtbets:1.7200; toa_leovegas:1.7400; toa_leovegas_se:1.7400; toa_mybookieag:1.7200; toa_nordicbet:1.7500; toa_tabtouch:1.7300; toa_tipico_de:1.7700; toa_unibet_nl:1.7300; toa_unibet_se:1.7300,THE_ODDS_API
Manchester City vs Brighton and Hove Albion,2026-01-07 14:30:00,Over 3.5,2.12,2.0824,3.1e-05,17,0.006497,0.004906,7.4e-05,17,0.010142,0.007601,toa_gtbets,17,0.0376,2.11,716.73,Premier League,Over/Under,,toa_betmgm:2.0500; toa_betrivers:2.0800; toa_betsson:2.0500; toa_betus:2.1200; toa_casumo:2.1000; toa_codere_it:2.1100; toa_coolbet:2.0900; toa_grosvenor:2.1000; toa_gtbets:2.1200; toa_leovegas:2.1200; toa_leovegas_se:2.1200; toa_mybookieag:2.0400; toa_nordicbet:2.0500; toa_tabtouch:2.1000; toa_tipico_de:1.9500; toa_unibet_nl:2.1000; toa_unibet_se:2.1000,THE_ODDS_API
Torino vs Udinese,2026-01-07 14:45:00,Under 2.25,1.81,1.782,2.9e-05,5,0.006303,0.004985,4e-05,5,0.007373,0.005594,toa_pinnacle,5,0.028,1.31,180.63,Serie A,Over/Under,,toa_betonlineag:1.7900; toa_betus:1.7400; toa_bovada:1.7800; toa_lowvig:1.7900; toa_pinnacle:1.8100,THE_ODDS_API
Torino vs Udinese,2026-01-07 14:45:00,Over 2.25,2.15,2.094,2.9e-05,5,0.006303,0.004985,3.3e-05,5,0.006755,0.005599,toa_betus,5,0.056,1.41,138.83,Serie A,Over/Under,,toa_betonlineag:2.0700; toa_betus:2.1500; toa_bovada:2.0800; toa_lowvig:2.0700; toa_pinnacle:2.1000,THE_ODDS_API
Lazio vs Fiorentina,2026-01-07 14:45:00,Over 2.5,2.27,2.1912,2.6e-05,16,0.00591,0.005275,4.7e-05,16,0.008051,0.007016,toa_codere_it,16,0.0787,1.76,630.41,Serie A,Over/Under,,sgo_betparx:2.1700; toa_betmgm:2.1500; toa_betrivers:2.1600; toa_betsson:2.2200; toa_casumo:2.1700; toa_codere_it:2.2700; toa_grosvenor:2.1800; toa_gtbets:2.2600; toa_leovegas:2.1500; toa_leovegas_se:2.2000; toa_nordicbet:2.2200; toa_tabtouch:2.1700; toa_tipico_de:2.2500; toa_unibet_nl:2.1700; toa_unibet_se:2.1700; toa_williamhill:2.1500,"SportsGameOdds, THE_ODDS_API"
Lazio vs Fiorentina,2026-01-07 14:45:00,Under 2.5,1.68,1.6474,2.6e-05,16,0.00591,0.005275,4.3e-05,16,0.00754,0.006681,toa_leovegas_se,16,0.0326,1.24,871.4,Serie A,Over/Under,,sgo_betparx:1.6579; toa_betmgm:1.6200; toa_betrivers:1.6500; toa_betsson:1.6200; toa_casumo:1.6600; toa_codere_it:1.6700; toa_grosvenor:1.6700; toa_gtbets:1.6200; toa_leovegas:1.6400; toa_leovegas_se:1.6800; toa_nordicbet:1.6200; toa_tabtouch:1.6600; toa_tipico_de:1.6200; toa_unibet_nl:1.6600; toa_unibet_se:1.6600; toa_williamhill:1.6500,"SportsGameOdds, THE_ODDS_API"
Newcastle United vs Leeds United,2026-01-07 15:15:00,Over 2.5,1.83,1.7941,2.4e-05,20,0.00573,0.005397,2.8e-05,20,0.006196,0.005487,toa_codere_it,20,0.0359,1.11,1014.93,Premier League,Over/Under,,sgo_betparx:1.7812; toa_betmgm:1.7700; toa_betrivers:1.7700; toa_betsson:1.8200; toa_betus:1.8300; toa_bovada:1.8200; toa_casumo:1.7800; toa_codere_it:1.8300; toa_coolbet:1.8000; toa_grosvenor:1.7800; toa_gtbets:1.8100; toa_leovegas:1.7900; toa_leovegas_se:1.7900; toa_mybookieag:1.7800; toa_nordicbet:1.8200; toa_tabtouch:1.7800; toa_tipico_de:1.7700; toa_unibet_nl:1.7800; toa_unibet_se:1.7800; toa_williamhill:1.8000,"SportsGameOdds, THE_ODDS_API"
Newcastle United vs Leeds United,2026-01-07 15:15:00,Under 2.5,2.08,2.014,2.4e-05,20,0.00573,0.005397,6e-05,20,0.009139,0.008003,toa_coolbet,20,0.066,1.84,893.38,Premier League,Over/Under,,sgo_betparx:2.0400; toa_betmgm:1.9500; toa_betrivers:2.0200; toa_betsson:1.9800; toa_betus:2.0000; toa_bovada:2.0200; toa_casumo:2.0400; toa_codere_it:2.0300; toa_coolbet:2.0800; toa_grosvenor:2.0400; toa_gtbets:1.9600; toa_leovegas:2.0500; toa_leovegas_se:2.0500; toa_mybookieag:1.9700; toa_nordicbet:1.9800; toa_tabtouch:2.0400; toa_tipico_de:2.0000; toa_unibet_nl:2.0400; toa_unibet_se:2.0400; toa_williamhill:1.9500,"SportsGameOdds, THE_ODDS_API"
Sassuolo vs Juventus,2026-01-06 14:45:00,Over 2.5,2.02,1.9359,2.1e-05,22,0.005329,0.004789,9.1e-05,22,0.011217,0.009705,toa_pinnacle,22,0.0841,2.17,1036.98,Serie A,Over/Under,,sgo_betparx:1.9091; toa_betmgm:1.9100; toa_betonlineag:1.9600; toa_betrivers:1.8900; toa_betsson:1.9500; toa_betus:2.0000; toa_bovada:1.9800; toa_casumo:1.9100; toa_codere_it:1.9900; toa_coolbet:1.9800; toa_grosvenor:1.9200; toa_gtbets:1.9700; toa_leovegas:1.8800; toa_leovegas_se:1.9300; toa_lowvig:1.9600; toa_nordicbet:1.9500; toa_pinnacle:2.0200; toa_tabtouch:1.9100; toa_tipico_de:1.9000; toa_unibet_nl:1.9100; toa_unibet_se:1.9100; toa_williamhill:1.8500,"SportsGameOdds, THE_ODDS_API"
Sassuolo vs Juventus,2026-01-06 14:45:00,Under 2.5,1.91,1.8453,2.1e-05,22,0.005329,0.004789,3.3e-05,22,0.006747,0.005165,toa_coolbet,22,0.0647,1.24,1092.38,Serie A,Over/Under,,sgo_betparx:1.8475; toa_betmgm:1.8000; toa_betonlineag:1.8600; toa_betrivers:1.8300; toa_betsson:1.8200; toa_betus:1.8300; toa_bovada:1.8500; toa_casumo:1.8500; toa_codere_it:1.8600; toa_coolbet:1.9100; toa_grosvenor:1.8500; toa_gtbets:1.8100; toa_leovegas:1.8300; toa_leovegas_se:1.8700; toa_lowvig:1.8600; toa_nordicbet:1.8200; toa_pinnacle:1.8700; toa_tabtouch:1.8500; toa_tipico_de:1.8500; toa_unibet_nl:1.8500; toa_unibet_se:1.8500; toa_williamhill:1.8300,"SportsGameOdds, THE_ODDS_API"
Lecce vs AS Roma,2026-01-06 12:00:00,Under 2.25,1.83,1.8125,2e-05,4,0.005237,0.004387,2.5e-05,4,0.005908,0.005006,toa_pinnacle,4,0.0175,1.07,120.71,Serie A,Over/Under,,toa_betonlineag:1.8200; toa_bovada:1.7800; toa_lowvig:1.8200; toa_pinnacle:1.8300,THE_ODDS_API
Lecce vs AS Roma,2026-01-06 12:00:00,Over 2.25,2.08,2.0475,2e-05,4,0.005237,0.004387,3.2e-05,4,0.006611,0.006559,toa_bovada,4,0.0325,1.35,95.4,Serie A,Over/Under,,toa_betonlineag:2.0200; toa_bovada:2.0800; toa_lowvig:2.0200; toa_pinnacle:2.0700,THE_ODDS_API
Everton vs Wolverhampton Wanderers,2026-01-07 14:30:00,Over 2.25,1.87,1.86,1.3e-05,4,0.004273,0.003665,6e-06,4,0.002891,0.002891,toa_pinnacle,4,0.01,0.54,115.06,Premier League,Over/Under,,toa_betonlineag:1.8500; toa_bovada:1.8700; toa_lowvig:1.8500; toa_pinnacle:1.8700,THE_ODDS_API
Everton vs Wolverhampton Wanderers,2026-01-07 14:30:00,Under 2.25,2.02,1.9975,1.3e-05,4,0.004273,0.003665,3.6e-05,4,0.007056,0.006048,toa_pinnacle,4,0.0225,1.41,100.29,Premier League,Over/Under,,toa_betonlineag:2.0100; toa_bovada:1.9500; toa_lowvig:2.0100; toa_pinnacle:2.0200,THE_ODDS_API
Manchester City vs Brighton and Hove Albion,2026-01-07 14:30:00,Over 3.25,1.89,1.88,1.3e-05,4,0.004299,0.00369,6e-06,4,0.002829,0.002829,toa_pinnacle,4,0.01,0.53,112.77,Premier League,Over/Under,,toa_betonlineag:1.8700; toa_bovada:1.8900; toa_lowvig:1.8700; toa_pinnacle:1.8900,THE_ODDS_API
Manchester City vs Brighton and Hove Albion,2026-01-07 14:30:00,Under 3.25,2.0,1.9775,1.3e-05,4,0.004299,0.00369,3.7e-05,4,0.007201,0.006172,toa_pinnacle,4,0.0225,1.42,102.32,Premier League,Over/Under,,toa_betonlineag:1.9900; toa_bovada:1.9300; toa_lowvig:1.9900; toa_pinnacle:2.0000,THE_ODDS_API
Bournemouth vs Tottenham Hotspur,2026-01-07 14:30:00,Under 2.5,2.18,2.1342,1e-05,19,0.003771,0.003428,5.3e-05,19,0.008597,0.00725,toa_coolbet,19,0.0458,1.83,790.55,Premier League,Over/Under,,sgo_betparx:2.1600; toa_betmgm:2.0500; toa_betrivers:2.1500; toa_betsson:2.1200; toa_betus:2.1500; toa_casumo:2.1600; toa_codere_it:2.0500; toa_coolbet:2.1800; toa_grosvenor:2.1600; toa_gtbets:2.1400; toa_leovegas:2.1700; toa_leovegas_se:2.1700; toa_mybookieag:2.0900; toa_nordicbet:2.1200; toa_tabtouch:2.1600; toa_tipico_de:2.1000; toa_unibet_nl:2.1600; toa_unibet_se:2.1600; toa_williamhill:2.1000,"SportsGameOdds, THE_ODDS_API"
