Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,1X,1.41,codere_it,3,-0.0484,0.0133,1.35,5.99,1.3967,codere_it:1.41; pinnacle:1.41; betsson:1.37
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Doble Chance,X2,1.34,betsson,4,-0.074,0.0025,0.32,6.35,1.3375,betsson:1.34; pinnacle:1.34; codere_it:1.34; marathonbet:1.33
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Goles (Over/Under),Over 3.5,2.08,betsson,2,-0.0908,0.0,0.0,7.6,2.08,betsson:2.08; codere_it:2.08
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.84,betsson,4,-0.0995,0.015,0.82,4.42,1.825,betsson:1.84; pinnacle:1.83; marathonbet:1.83; codere_it:1.8
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Over 2.5,1.7,betsson,2,-0.1053,0.0,0.0,7.6,1.7,betsson:1.7; codere_it:1.7
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Goles (Over/Under),Under 2.5,2.0,codere_it,3,-0.1107,0.0433,2.14,5.87,1.9567,codere_it:2.0; pinnacle:1.97; betsson:1.9
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,1.68,betsson,2,-0.1145,0.015,0.9,7.6,1.665,betsson:1.68; codere_it:1.65
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Goles (Over/Under),Over 3.5,2.13,codere_it,2,-0.1212,0.005,0.24,7.92,2.125,codere_it:2.13; betsson:2.12
Levante vs Villarreal,2025-12-14 12:30:00,La Liga,Goles (Over/Under),Over 2.5,1.57,codere_it,2,-0.1259,0.01,0.64,8.74,1.56,codere_it:1.57; betsson:1.55
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,1.13,codere_it,4,-0.1283,0.005,0.44,4.99,1.125,codere_it:1.13; marathonbet:1.13; pinnacle:1.12; betsson:1.12
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Doble Chance,1X,1.26,betsson,4,-0.1422,0.0075,0.35,4.64,1.2525,betsson:1.26; pinnacle:1.25; codere_it:1.25; marathonbet:1.25
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,-0.1713,0.005,0.3,6.48,1.645,betsson:1.65; codere_it:1.64
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.38,betsson,2,-0.1991,0.005,0.21,6.53,2.375,betsson:2.38; codere_it:2.37
