Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,1X,1.29,pinnacle,4,0.7574,0.0525,2.52,4.41,1.2375,pinnacle:1.29; betsson:1.23; marathonbet:1.22; codere_it:1.21
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,X2,1.82,pinnacle,4,0.7574,0.0575,2.14,4.41,1.7625,pinnacle:1.82; marathonbet:1.77; betsson:1.74; codere_it:1.72
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,1X,1.24,pinnacle,3,0.7045,0.03,1.79,4.4,1.21,pinnacle:1.24; codere_it:1.2; betsson:1.19
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,2.06,pinnacle,3,0.7045,0.0967,3.95,4.4,1.9633,pinnacle:2.06; betsson:1.96; codere_it:1.87
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,1X,1.5,pinnacle,4,0.6557,0.03,1.27,3.34,1.47,pinnacle:1.5; betsson:1.47; codere_it:1.46; marathonbet:1.45
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,X2,1.56,pinnacle,4,0.6557,0.035,1.64,3.34,1.525,pinnacle:1.56; betsson:1.53; codere_it:1.52; marathonbet:1.49
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.22,pinnacle,4,0.6496,0.03,1.78,3.91,1.19,pinnacle:1.22; codere_it:1.2; betsson:1.17; marathonbet:1.17
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.09,pinnacle,4,0.6496,0.0575,1.95,3.91,2.0325,pinnacle:2.09; marathonbet:2.04; codere_it:2.02; betsson:1.98
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,1X,1.21,pinnacle,4,0.642,0.02,1.33,4.33,1.19,pinnacle:1.21; betsson:1.2; marathonbet:1.18; codere_it:1.17
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,X2,2.01,pinnacle,4,0.642,0.065,2.45,4.33,1.945,pinnacle:2.01; marathonbet:1.97; betsson:1.91; codere_it:1.89
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,1X,1.38,pinnacle,4,0.625,0.035,1.7,3.92,1.345,pinnacle:1.38; codere_it:1.35; marathonbet:1.33; betsson:1.32
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,1.7,pinnacle,4,0.625,0.04,1.86,3.92,1.66,pinnacle:1.7; codere_it:1.68; marathonbet:1.63; betsson:1.63
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.6113,0.0333,1.29,2.83,1.9267,pinnacle:1.96; codere_it:1.92; betsson:1.9
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.6113,0.03,1.87,2.83,1.9,pinnacle:1.93; codere_it:1.92; betsson:1.85
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,2.03,pinnacle,3,0.6024,0.04,1.48,3.32,1.99,pinnacle:2.03; betsson:1.98; codere_it:1.96
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.6024,0.0333,1.58,3.32,1.8167,pinnacle:1.85; codere_it:1.82; betsson:1.78
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,1X,1.44,pinnacle,3,0.5888,0.0233,1.85,3.21,1.4167,pinnacle:1.44; betsson:1.43; marathonbet:1.38
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,X2,1.4,pinnacle,3,0.5888,0.0133,0.9,3.21,1.3867,pinnacle:1.4; betsson:1.39; marathonbet:1.37
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.24,pinnacle,4,0.5843,0.0625,2.11,4.21,2.1775,pinnacle:2.24; codere_it:2.18; marathonbet:2.18; betsson:2.11
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Doble Chance,1X,2.01,pinnacle,4,0.5659,0.095,3.01,4.17,1.915,pinnacle:2.01; codere_it:1.91; marathonbet:1.88; betsson:1.86
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Doble Chance,X2,1.26,pinnacle,4,0.5659,0.02,1.28,4.17,1.24,pinnacle:1.26; codere_it:1.25; marathonbet:1.23; betsson:1.22
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.562,0.0433,1.75,3.63,1.8867,pinnacle:1.93; betsson:1.88; codere_it:1.85
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.562,0.03,1.87,3.63,1.9,pinnacle:1.93; codere_it:1.92; betsson:1.85
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.16,pinnacle,4,0.5443,0.02,1.39,4.06,1.14,pinnacle:1.16; codere_it:1.15; betsson:1.13; marathonbet:1.12
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.56,pinnacle,4,0.5443,0.1075,2.9,4.06,2.4525,pinnacle:2.56; codere_it:2.45; marathonbet:2.44; betsson:2.36
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.5398,0.05,2.46,3.39,1.85,pinnacle:1.9; betsson:1.86; codere_it:1.79
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,1X,1.33,pinnacle,4,0.5393,0.0125,0.83,3.82,1.3175,pinnacle:1.33; betsson:1.32; codere_it:1.32; marathonbet:1.3
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.71,pinnacle,4,0.5393,0.035,1.55,3.82,1.675,pinnacle:1.71; codere_it:1.69; betsson:1.65; marathonbet:1.65
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Doble Chance,1X,1.6,pinnacle,4,0.5273,0.0325,1.83,3.85,1.5675,pinnacle:1.6; codere_it:1.59; marathonbet:1.55; betsson:1.53
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,1X,1.13,pinnacle,4,0.5172,0.015,1.0,4.93,1.115,pinnacle:1.13; betsson:1.12; marathonbet:1.11; codere_it:1.1
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,X2,2.27,pinnacle,4,0.5172,0.025,1.02,4.93,2.245,pinnacle:2.27; betsson:2.26; marathonbet:2.24; codere_it:2.21
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Doble Chance,1X,1.25,pinnacle,4,0.5105,0.0175,1.05,4.29,1.2325,pinnacle:1.25; codere_it:1.24; marathonbet:1.22; betsson:1.22
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Doble Chance,X2,2.12,pinnacle,4,0.5105,0.0975,2.93,4.29,2.0225,pinnacle:2.12; marathonbet:2.01; codere_it:2.0; betsson:1.96
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.5089,0.0467,2.24,3.95,1.8333,pinnacle:1.88; betsson:1.84; codere_it:1.78
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.87,pinnacle,2,0.5086,0.025,1.36,3.48,1.845,pinnacle:1.87; betsson:1.82
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.0,pinnacle,2,0.5086,0.04,2.04,3.48,1.96,pinnacle:2.0; betsson:1.92
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,1X,1.22,pinnacle,3,0.5083,0.02,1.18,4.23,1.2,pinnacle:1.22; marathonbet:1.19; betsson:1.19
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,X2,2.05,pinnacle,3,0.5083,0.05,1.78,4.23,2.0,pinnacle:2.05; betsson:1.98; marathonbet:1.97
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,1X,1.35,pinnacle,3,0.5037,0.0167,0.94,4.01,1.3333,pinnacle:1.35; betsson:1.33; marathonbet:1.32
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,X2,1.7,pinnacle,3,0.5037,0.0333,1.5,4.01,1.6667,pinnacle:1.7; betsson:1.66; marathonbet:1.64
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Doble Chance,1X,1.62,pinnacle,4,0.4987,0.0375,1.44,3.91,1.5825,pinnacle:1.62; betsson:1.58; codere_it:1.57; marathonbet:1.56
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Doble Chance,1X,1.48,pinnacle,3,0.4981,0.0267,1.72,5.3,1.4533,pinnacle:1.48; betsson:1.46; codere_it:1.42
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Doble Chance,X2,1.54,pinnacle,3,0.4981,0.0467,2.28,5.3,1.4933,pinnacle:1.54; betsson:1.48; codere_it:1.46
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.84,pinnacle,2,0.4926,0.03,1.66,3.37,1.81,pinnacle:1.84; betsson:1.78
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.04,pinnacle,2,0.4926,0.03,1.49,3.37,2.01,pinnacle:2.04; betsson:1.98
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,1X,1.45,pinnacle,3,0.4834,0.0433,2.2,5.42,1.4067,pinnacle:1.45; betsson:1.39; codere_it:1.38
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,X2,1.6,pinnacle,3,0.4834,0.0267,1.59,5.42,1.5733,pinnacle:1.6; betsson:1.58; codere_it:1.54
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,1X,1.7,pinnacle,3,0.4821,0.04,1.97,3.9,1.66,pinnacle:1.7; codere_it:1.66; betsson:1.62
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,1.34,pinnacle,3,0.4821,0.02,1.24,3.9,1.32,pinnacle:1.34; codere_it:1.32; betsson:1.3
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Doble Chance,1X,1.53,pinnacle,3,0.4647,0.04,1.98,5.38,1.49,pinnacle:1.53; betsson:1.48; codere_it:1.46
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Doble Chance,X2,1.5,pinnacle,3,0.4647,0.0367,1.96,5.38,1.4633,pinnacle:1.5; betsson:1.46; codere_it:1.43
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,1X,1.97,pinnacle,3,0.464,0.0467,1.77,4.03,1.9233,pinnacle:1.97; betsson:1.91; marathonbet:1.89
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,X2,1.22,pinnacle,3,0.464,0.01,0.67,4.03,1.21,pinnacle:1.22; betsson:1.21; marathonbet:1.2
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,X2,1.61,pinnacle,3,0.4578,0.0367,1.67,3.91,1.5733,pinnacle:1.61; betsson:1.56; codere_it:1.55
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.456,0.04,1.87,3.07,2.0,pinnacle:2.04; codere_it:2.01; betsson:1.95
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.456,0.0133,0.68,3.07,1.8367,pinnacle:1.85; codere_it:1.84; betsson:1.82
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,1X,1.5,pinnacle,4,0.455,0.025,1.12,4.0,1.475,pinnacle:1.5; codere_it:1.48; betsson:1.46; marathonbet:1.46
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.57,pinnacle,4,0.455,0.0425,1.69,4.0,1.5275,pinnacle:1.57; betsson:1.52; codere_it:1.52; marathonbet:1.5
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,1X,1.39,pinnacle,4,0.4539,0.0225,1.31,2.71,1.3675,pinnacle:1.39; marathonbet:1.38; codere_it:1.35; betsson:1.35
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,X2,1.52,pinnacle,4,0.4539,0.01,0.66,2.71,1.51,pinnacle:1.52; marathonbet:1.52; codere_it:1.5; betsson:1.5
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,1X,1.22,pinnacle,4,0.4496,0.0175,1.08,4.27,1.2025,pinnacle:1.22; codere_it:1.21; betsson:1.19; marathonbet:1.19
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,2.22,pinnacle,4,0.4496,0.0475,1.82,4.27,2.1725,pinnacle:2.22; codere_it:2.2; marathonbet:2.15; betsson:2.12
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Goles (Over/Under),Over 2.5,1.92,pinnacle,3,0.4437,0.02,0.86,2.84,1.9,pinnacle:1.92; codere_it:1.9; betsson:1.88
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Goles (Over/Under),Under 2.5,1.97,pinnacle,3,0.4437,0.0267,1.06,2.84,1.9433,pinnacle:1.97; codere_it:1.94; betsson:1.92
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,1X,1.53,pinnacle,4,0.4425,0.0175,0.98,3.91,1.5125,pinnacle:1.53; betsson:1.52; codere_it:1.51; marathonbet:1.49
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,X2,1.48,pinnacle,4,0.4425,0.0225,1.01,3.91,1.4575,pinnacle:1.48; betsson:1.46; codere_it:1.45; marathonbet:1.44
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,1.42,pinnacle,4,0.4419,0.0325,1.72,3.96,1.3875,pinnacle:1.42; betsson:1.4; codere_it:1.37; marathonbet:1.36
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Goles (Over/Under),Over 2.5,2.03,betsson,2,0.4419,0.04,2.01,4.82,1.99,betsson:2.03; codere_it:1.95
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.8,betsson,2,0.4419,0.035,1.98,4.82,1.765,betsson:1.8; codere_it:1.73
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.4392,0.01,0.49,3.37,2.03,pinnacle:2.04; betsson:2.02
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.84,pinnacle,2,0.4392,0.04,2.22,3.37,1.8,pinnacle:1.84; betsson:1.76
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Doble Chance,1X,1.5,pinnacle,4,0.4349,0.02,1.26,2.69,1.48,pinnacle:1.5; marathonbet:1.49; codere_it:1.48; betsson:1.45
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Goles (Over/Under),Over 2.5,1.73,betsson,2,0.4205,0.03,1.76,4.97,1.7,betsson:1.73; codere_it:1.67
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.4205,0.045,2.17,4.97,2.075,betsson:2.12; codere_it:2.03
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Doble Chance,1X,1.65,pinnacle,4,0.415,0.0275,1.4,4.0,1.6225,pinnacle:1.65; codere_it:1.64; marathonbet:1.6; betsson:1.6
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Doble Chance,X2,1.44,pinnacle,4,0.415,0.0325,2.03,4.0,1.4075,pinnacle:1.44; betsson:1.43; codere_it:1.39; marathonbet:1.37
Sporting Lisbon vs AVS Futebol SAD,2025-12-13 15:30:00,Primeira Liga,Goles (Over/Under),Over 3.5,2.03,pinnacle,2,0.4086,0.025,1.25,4.21,2.005,pinnacle:2.03; betsson:1.98
Sporting Lisbon vs AVS Futebol SAD,2025-12-13 15:30:00,Primeira Liga,Goles (Over/Under),Under 3.5,1.82,pinnacle,2,0.4086,0.035,1.96,4.21,1.785,pinnacle:1.82; betsson:1.75
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.4076,0.0267,1.1,3.14,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Under 2.5,1.98,pinnacle,3,0.4076,0.02,1.44,3.14,1.96,pinnacle:1.98; codere_it:1.98; betsson:1.92
