Partido,Fecha_Hora_Colombia,Liga,Mercado,Tipo_Mercado,Archivo_Origen,Verified_Score,Source
Independiente vs Racing Club,2025-03-16 14:00:00,Liga Profesional,Under 2.5,Goles (Over/Under),historical_20250314_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Under 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Over 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Under 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Over 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Over 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Gimnasia La Plata vs Sarmiento de Junin,2025-03-30 14:00:00,Liga Profesional,Under 0.5,Goles (Over/Under),historical_20250328_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 2.25,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 3.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 3.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 2.25,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Under 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Marseille vs Le Havre,2025-01-05 14:45:00,Ligue 1,Over 4.5,Goles (Over/Under),historical_20250103_con_resultados.csv,,
Montpellier vs AS Monaco,2025-01-17 13:00:00,Ligue 1,Over 3.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Montpellier vs AS Monaco,2025-01-17 13:00:00,Ligue 1,Under 3.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Montpellier vs AS Monaco,2025-01-17 13:00:00,Ligue 1,Over 3.25,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Montpellier vs AS Monaco,2025-01-17 13:00:00,Ligue 1,Under 3.25,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Under 3.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Under 3.0,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Over 3.0,Goles (Over/Under),historical_20250117_con_resultados.csv,,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Ligue 1,Over 3.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Lyon vs Toulouse,2025-01-18 15:05:00,Ligue 1,Over 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Lyon vs Toulouse,2025-01-18 15:05:00,Ligue 1,Under 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Lyon vs Toulouse,2025-01-18 15:05:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Lyon vs Toulouse,2025-01-18 15:05:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Auxerre vs Saint Etienne,2025-01-24 14:45:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Auxerre vs Saint Etienne,2025-01-24 14:45:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Auxerre vs Saint Etienne,2025-01-24 14:45:00,Ligue 1,Over 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Auxerre vs Saint Etienne,2025-01-24 14:45:00,Ligue 1,Under 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Strasbourg vs Lille,2025-01-25 13:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Strasbourg vs Lille,2025-01-25 13:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Le Havre vs Brest,2025-01-26 09:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Le Havre vs Brest,2025-01-26 09:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Le Havre vs Brest,2025-01-26 09:00:00,Ligue 1,Under 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Le Havre vs Brest,2025-01-26 09:00:00,Ligue 1,Over 2.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Nice vs RC Lens,2025-02-08 11:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Nice vs RC Lens,2025-02-08 11:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lille vs Le Havre,2025-02-08 13:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lille vs Le Havre,2025-02-08 13:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Over 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Under 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Over 3.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Under 3.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Lyon vs Stade de Reims,2025-02-09 09:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Over 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Angers vs Marseille,2025-02-09 14:45:00,Ligue 1,Under 1.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Saint Etienne vs Angers,2025-02-22 13:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Saint Etienne vs Angers,2025-02-22 13:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Saint Etienne vs Angers,2025-02-22 13:00:00,Ligue 1,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Saint Etienne vs Angers,2025-02-22 13:00:00,Ligue 1,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Nantes vs RC Lens,2025-02-23 09:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Nantes vs RC Lens,2025-02-23 09:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Saint Etienne vs Nice,2025-03-01 11:00:00,Ligue 1,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Saint Etienne vs Nice,2025-03-01 11:00:00,Ligue 1,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Saint Etienne vs Nice,2025-03-01 11:00:00,Ligue 1,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Saint Etienne vs Nice,2025-03-01 11:00:00,Ligue 1,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Paris FC vs Red Star,2025-01-25 08:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Paris FC vs Red Star,2025-01-25 08:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Lorient vs Clermont,2025-01-25 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Lorient vs Clermont,2025-01-25 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Amiens vs Annecy FC,2025-01-31 14:00:00,Ligue 2,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Amiens vs Annecy FC,2025-01-31 14:00:00,Ligue 2,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Amiens vs Annecy FC,2025-01-31 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Amiens vs Annecy FC,2025-01-31 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Over 2.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Clermont vs AC Ajaccio,2025-01-31 14:00:00,Ligue 2,Under 2.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Grenoble vs Rodez AF,2025-01-31 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Grenoble vs Rodez AF,2025-01-31 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
SC Bastia vs Metz,2025-01-31 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
SC Bastia vs Metz,2025-01-31 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
SC Bastia vs Metz,2025-01-31 14:00:00,Ligue 2,Under 2.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
SC Bastia vs Metz,2025-01-31 14:00:00,Ligue 2,Over 2.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
USL Dunkerque vs FC Martigues,2025-01-31 14:00:00,Ligue 2,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
USL Dunkerque vs FC Martigues,2025-01-31 14:00:00,Ligue 2,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Red Star vs Lorient,2025-02-01 08:00:00,Ligue 2,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Red Star vs Lorient,2025-02-01 08:00:00,Ligue 2,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
