Partido,Fecha_Hora_Colombia,Liga,Mercado,Tipo_Mercado,Archivo_Origen,Verified_Score,Source
Portsmouth vs Queens Park Rangers,2025-02-22 10:00:00,Championship,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
West Bromwich Albion vs Oxford United,2025-02-22 10:00:00,Championship,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
West Bromwich Albion vs Oxford United,2025-02-22 10:00:00,Championship,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
West Bromwich Albion vs Oxford United,2025-02-22 10:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
West Bromwich Albion vs Oxford United,2025-02-22 10:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Watford vs Luton,2025-02-23 07:00:00,Championship,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Watford vs Luton,2025-02-23 07:00:00,Championship,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Watford vs Luton,2025-02-23 07:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Watford vs Luton,2025-02-23 07:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Sheffield Wednesday vs Sunderland,2025-02-28 15:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Sheffield Wednesday vs Sunderland,2025-02-28 15:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Sheffield Wednesday vs Sunderland,2025-02-28 15:00:00,Championship,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Sheffield Wednesday vs Sunderland,2025-02-28 15:00:00,Championship,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Blackburn Rovers vs Norwich City,2025-03-01 07:30:00,Championship,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Blackburn Rovers vs Norwich City,2025-03-01 07:30:00,Championship,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Blackburn Rovers vs Norwich City,2025-03-01 07:30:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Blackburn Rovers vs Norwich City,2025-03-01 07:30:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Leeds United vs West Bromwich Albion,2025-03-01 07:30:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Leeds United vs West Bromwich Albion,2025-03-01 07:30:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Leeds United vs West Bromwich Albion,2025-03-01 07:30:00,Championship,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Leeds United vs West Bromwich Albion,2025-03-01 07:30:00,Championship,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Oxford United vs Coventry City,2025-03-01 07:30:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Oxford United vs Coventry City,2025-03-01 07:30:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Luton vs Portsmouth,2025-03-01 10:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Luton vs Portsmouth,2025-03-01 10:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Middlesbrough vs Derby County,2025-03-01 10:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Middlesbrough vs Derby County,2025-03-01 10:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Queens Park Rangers vs Sheffield United,2025-03-01 10:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Queens Park Rangers vs Sheffield United,2025-03-01 10:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Queens Park Rangers vs Sheffield United,2025-03-01 10:00:00,Championship,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Queens Park Rangers vs Sheffield United,2025-03-01 10:00:00,Championship,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stoke City vs Watford,2025-03-01 10:00:00,Championship,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stoke City vs Watford,2025-03-01 10:00:00,Championship,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
GKS Katowice vs Stal Mielec,2025-01-31 12:00:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
GKS Katowice vs Stal Mielec,2025-01-31 12:00:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
GKS Katowice vs Stal Mielec,2025-01-31 12:00:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
GKS Katowice vs Stal Mielec,2025-01-31 12:00:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Under 3.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Lech Poznań vs Widzew Łódź,2025-01-31 14:30:00,Ekstraklasa,Over 3.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Motor Lublin vs Lechia Gdańsk,2025-02-01 08:45:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Motor Lublin vs Lechia Gdańsk,2025-02-01 08:45:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Motor Lublin vs Lechia Gdańsk,2025-02-01 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Motor Lublin vs Lechia Gdańsk,2025-02-01 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cracovia Kraków vs Raków Częstochowa,2025-02-01 11:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cracovia Kraków vs Raków Częstochowa,2025-02-01 11:30:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cracovia Kraków vs Raków Częstochowa,2025-02-01 11:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Cracovia Kraków vs Raków Częstochowa,2025-02-01 11:30:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Pogoń Szczecin vs Zagłębie Lubin,2025-02-01 14:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Pogoń Szczecin vs Zagłębie Lubin,2025-02-01 14:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Pogoń Szczecin vs Zagłębie Lubin,2025-02-01 14:15:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Pogoń Szczecin vs Zagłębie Lubin,2025-02-01 14:15:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Over 3.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Jagiellonia Białystok vs Radomiak Radom,2025-02-02 08:45:00,Ekstraklasa,Under 3.0,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Pogoń Szczecin vs Górnik Zabrze,2025-02-07 14:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Pogoń Szczecin vs Górnik Zabrze,2025-02-07 14:30:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Pogoń Szczecin vs Górnik Zabrze,2025-02-07 14:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Pogoń Szczecin vs Górnik Zabrze,2025-02-07 14:30:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Radomiak Radom vs Śląsk Wrocław,2025-02-08 08:45:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Radomiak Radom vs Śląsk Wrocław,2025-02-08 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Radomiak Radom vs Śląsk Wrocław,2025-02-08 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Radomiak Radom vs Śląsk Wrocław,2025-02-08 08:45:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Raków Częstochowa vs GKS Katowice,2025-02-08 11:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Raków Częstochowa vs GKS Katowice,2025-02-08 11:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Widzew Łódź vs Cracovia Kraków,2025-02-09 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Widzew Łódź vs Cracovia Kraków,2025-02-09 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Cracovia Kraków vs Korona Kielce,2025-02-14 12:00:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Cracovia Kraków vs Korona Kielce,2025-02-14 12:00:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Cracovia Kraków vs Korona Kielce,2025-02-14 12:00:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Cracovia Kraków vs Korona Kielce,2025-02-14 12:00:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Lech Poznań vs Raków Częstochowa,2025-02-14 14:30:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Lech Poznań vs Raków Częstochowa,2025-02-14 14:30:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Lech Poznań vs Raków Częstochowa,2025-02-14 14:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Lech Poznań vs Raków Częstochowa,2025-02-14 14:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Śląsk Wrocław vs Widzew Łódź,2025-02-15 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Śląsk Wrocław vs Widzew Łódź,2025-02-15 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Górnik Zabrze vs Radomiak Radom,2025-02-15 11:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Górnik Zabrze vs Radomiak Radom,2025-02-15 11:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Over 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Under 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Legia Warszawa vs Puszcza Niepołomice,2025-02-15 14:15:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Stal Mielec vs Pogoń Szczecin,2025-02-16 06:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Stal Mielec vs Pogoń Szczecin,2025-02-16 06:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
GKS Katowice vs Piast Gliwice,2025-02-16 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
GKS Katowice vs Piast Gliwice,2025-02-16 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
GKS Katowice vs Piast Gliwice,2025-02-16 08:45:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
GKS Katowice vs Piast Gliwice,2025-02-16 08:45:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Piast Gliwice vs Stal Mielec,2025-02-21 12:00:00,Ekstraklasa,Over 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Piast Gliwice vs Stal Mielec,2025-02-21 12:00:00,Ekstraklasa,Under 2.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Piast Gliwice vs Stal Mielec,2025-02-21 12:00:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Piast Gliwice vs Stal Mielec,2025-02-21 12:00:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Raków Częstochowa vs Górnik Zabrze,2025-02-21 14:30:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Raków Częstochowa vs Górnik Zabrze,2025-02-21 14:30:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Raków Częstochowa vs Górnik Zabrze,2025-02-21 14:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Raków Częstochowa vs Górnik Zabrze,2025-02-21 14:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Korona Kielce vs Śląsk Wrocław,2025-02-22 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Korona Kielce vs Śląsk Wrocław,2025-02-22 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Korona Kielce vs Śląsk Wrocław,2025-02-22 08:45:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Korona Kielce vs Śląsk Wrocław,2025-02-22 08:45:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Widzew Łódź vs Pogoń Szczecin,2025-02-22 11:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Widzew Łódź vs Pogoń Szczecin,2025-02-22 11:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Widzew Łódź vs Pogoń Szczecin,2025-02-22 11:30:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Widzew Łódź vs Pogoń Szczecin,2025-02-22 11:30:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Radomiak Radom vs Legia Warszawa,2025-02-22 14:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Radomiak Radom vs Legia Warszawa,2025-02-22 14:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Radomiak Radom vs Legia Warszawa,2025-02-22 14:15:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Radomiak Radom vs Legia Warszawa,2025-02-22 14:15:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Lechia Gdańsk vs Puszcza Niepołomice,2025-02-23 06:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Lechia Gdańsk vs Puszcza Niepołomice,2025-02-23 06:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cracovia Kraków vs Jagiellonia Białystok,2025-02-23 08:45:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cracovia Kraków vs Jagiellonia Białystok,2025-02-23 08:45:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cracovia Kraków vs Jagiellonia Białystok,2025-02-23 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Cracovia Kraków vs Jagiellonia Białystok,2025-02-23 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Radomiak Radom vs Widzew Łódź,2025-02-28 12:00:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Radomiak Radom vs Widzew Łódź,2025-02-28 12:00:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Górnik Zabrze vs Cracovia Kraków,2025-02-28 14:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Górnik Zabrze vs Cracovia Kraków,2025-02-28 14:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stal Mielec vs Korona Kielce,2025-03-01 08:45:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stal Mielec vs Korona Kielce,2025-03-01 08:45:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stal Mielec vs Korona Kielce,2025-03-01 08:45:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Stal Mielec vs Korona Kielce,2025-03-01 08:45:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Pogoń Szczecin vs Lech Poznań,2025-03-01 11:30:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Pogoń Szczecin vs Lech Poznań,2025-03-01 11:30:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Pogoń Szczecin vs Lech Poznań,2025-03-01 11:30:00,Ekstraklasa,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Pogoń Szczecin vs Lech Poznań,2025-03-01 11:30:00,Ekstraklasa,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Zagłębie Lubin vs Piast Gliwice,2025-03-01 14:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Zagłębie Lubin vs Piast Gliwice,2025-03-01 14:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Zagłębie Lubin vs Piast Gliwice,2025-03-01 14:15:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Zagłębie Lubin vs Piast Gliwice,2025-03-01 14:15:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Puszcza Niepołomice vs Motor Lublin,2025-03-02 06:15:00,Ekstraklasa,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Puszcza Niepołomice vs Motor Lublin,2025-03-02 06:15:00,Ekstraklasa,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Puszcza Niepołomice vs Motor Lublin,2025-03-02 06:15:00,Ekstraklasa,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Puszcza Niepołomice vs Motor Lublin,2025-03-02 06:15:00,Ekstraklasa,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Heracles Almelo vs FC Utrecht,2025-01-24 14:00:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Heracles Almelo vs FC Utrecht,2025-01-24 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Heracles Almelo vs FC Utrecht,2025-01-24 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Heracles Almelo vs FC Utrecht,2025-01-24 14:00:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
RKC Waalwijk vs Willem II,2025-01-26 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
RKC Waalwijk vs Willem II,2025-01-26 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
NAC Breda vs Heracles Almelo,2025-01-31 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
NAC Breda vs Heracles Almelo,2025-01-31 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
FC Zwolle vs FC Utrecht,2025-02-01 12:45:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
FC Zwolle vs FC Utrecht,2025-02-01 12:45:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
FC Zwolle vs FC Utrecht,2025-02-01 12:45:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
FC Zwolle vs FC Utrecht,2025-02-01 12:45:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Heerenveen vs Fortuna Sittard,2025-02-01 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Heerenveen vs Fortuna Sittard,2025-02-01 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
NEC Nijmegen vs PSV Eindhoven,2025-02-01 15:00:00,Eredivisie,Over 3.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
NEC Nijmegen vs PSV Eindhoven,2025-02-01 15:00:00,Eredivisie,Under 3.25,Goles (Over/Under),historical_20250131_con_resultados.csv,,
NEC Nijmegen vs PSV Eindhoven,2025-02-01 15:00:00,Eredivisie,Over 3.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
NEC Nijmegen vs PSV Eindhoven,2025-02-01 15:00:00,Eredivisie,Under 3.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Go Ahead Eagles vs FC Twente Enschede,2025-02-02 08:30:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Go Ahead Eagles vs FC Twente Enschede,2025-02-02 08:30:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Go Ahead Eagles vs FC Twente Enschede,2025-02-02 08:30:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Go Ahead Eagles vs FC Twente Enschede,2025-02-02 08:30:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Under 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
Willem II vs AZ Alkmaar,2025-02-02 14:00:00,Eredivisie,Over 2.5,Goles (Over/Under),historical_20250131_con_resultados.csv,,
PSV Eindhoven vs Willem II,2025-02-08 12:45:00,Eredivisie,Under 3.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
PSV Eindhoven vs Willem II,2025-02-08 12:45:00,Eredivisie,Over 3.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
PSV Eindhoven vs Willem II,2025-02-08 12:45:00,Eredivisie,Over 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
PSV Eindhoven vs Willem II,2025-02-08 12:45:00,Eredivisie,Under 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Eredivisie,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Eredivisie,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
