Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.38,betsson,2,-0.0245,0.025,1.06,6.53,2.355,betsson:2.38; codere_it:2.33
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 3.5,2.08,betsson,2,-0.0273,0.0,0.0,6.22,2.08,betsson:2.08; codere_it:2.08
Cobresal vs Colo Colo,2025-11-28 18:00:00,Primera División,Doble Chance,X2,1.31,betsson,3,-0.0285,0.0067,0.72,7.02,1.3033,betsson:1.31; pinnacle:1.31; marathonbet:1.29
Brisbane Roar vs Melbourne Victory,2025-11-28 03:35:00,A-League,Doble Chance,1X,1.47,marathonbet,5,-0.0293,0.0146,0.69,7.16,1.4554,marathonbet:1.47; pinnacle:1.46; bwin:1.4571; codere_it:1.45; betsson:1.44
Dender vs Westerlo,2025-11-29 10:00:00,Belgium First Div,Doble Chance,X2,1.41,betsson,4,-0.03,0.0077,0.6,6.34,1.4023,betsson:1.41; pinnacle:1.41; bwin:1.3992; marathonbet:1.39
Brentford vs Burnley,2025-11-29 10:00:00,EPL,Doble Chance,X2,2.74,betsson,4,-0.0371,0.075,1.81,4.04,2.665,betsson:2.74; pinnacle:2.67; marathonbet:2.64; codere_it:2.61
Vasco da Gama vs Internacional,2025-11-28 17:30:00,Brasileirão,Doble Chance,1X,1.3,marathonbet,3,-0.0388,0.0033,0.36,7.22,1.2967,marathonbet:1.3; betsson:1.3; codere_it:1.29
Parma vs Udinese,2025-11-29 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.28,betsson,2,-0.0425,0.025,1.11,6.36,2.255,betsson:2.28; codere_it:2.23
Burton Albion vs Leyton Orient,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.78,betsson,2,-0.0434,0.035,2.01,6.68,1.745,betsson:1.78; codere_it:1.71
Motherwell vs Hearts,2025-11-29 10:00:00,Premiership,Goles (Over/Under),Over 2.5,1.78,betsson,2,-0.0449,0.01,0.56,6.68,1.77,betsson:1.78; codere_it:1.76
Motherwell vs Hearts,2025-11-29 10:00:00,Premiership,Doble Chance,X2,1.22,marathonbet,3,-0.0495,0.0,0.0,7.27,1.22,marathonbet:1.22; betsson:1.22; codere_it:1.22
Cultural Leonesa vs Granada CF,2025-11-29 10:15:00,La Liga 2,Doble Chance,1X,1.42,marathonbet,3,-0.0503,0.0067,0.67,7.16,1.4133,marathonbet:1.42; pinnacle:1.42; betsson:1.4
Manchester City vs Leeds United,2025-11-29 10:00:00,EPL,Doble Chance,X2,3.99,betsson,4,-0.0517,0.065,1.55,4.45,3.925,betsson:3.99; marathonbet:3.98; codere_it:3.88; pinnacle:3.85
Western Sydney Wanderers vs Sydney FC,2025-11-29 03:35:00,A-League,Doble Chance,X2,1.4132,bwin,5,-0.0551,0.0086,0.61,7.8,1.4046,bwin:1.4132; marathonbet:1.41; pinnacle:1.41; codere_it:1.4; betsson:1.39
Stockport County FC vs Barnsley,2025-11-29 07:30:00,League 1,Goles (Over/Under),Over 2.5,1.68,betsson,2,-0.0583,0.01,0.6,6.69,1.67,betsson:1.68; codere_it:1.66
Huddersfield Town vs Wimbledon,2025-11-29 10:00:00,League 1,Doble Chance,X2,2.28,marathonbet,3,-0.0586,0.0,0.0,7.17,2.28,marathonbet:2.28; codere_it:2.28; betsson:2.28
Sunderland vs Bournemouth,2025-11-29 10:00:00,EPL,Doble Chance,X2,1.42,betsson,4,-0.0594,0.0075,0.59,4.21,1.4125,betsson:1.42; marathonbet:1.42; pinnacle:1.41; codere_it:1.4
Sporting Gijón vs Andorra CF,2025-11-28 14:30:00,La Liga 2,Doble Chance,1X,1.26,betsson,4,-0.0607,0.005,0.69,8.07,1.255,betsson:1.26; marathonbet:1.26; pinnacle:1.26; codere_it:1.24
Radomiak Radom vs Górnik Zabrze,2025-11-28 14:30:00,Ekstraklasa,Doble Chance,1X,1.58,marathonbet,3,-0.0613,0.0033,0.3,7.83,1.5767,marathonbet:1.58; pinnacle:1.58; betsson:1.57
Mallorca vs CA Osasuna,2025-11-29 08:00:00,La Liga,Goles (Over/Under),Under 2.5,1.52,betsson,2,-0.0619,0.005,0.33,7.11,1.515,betsson:1.52; codere_it:1.51
Wigan Athletic vs Stevenage,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.52,betsson,2,-0.0619,0.005,0.33,7.11,1.515,betsson:1.52; codere_it:1.51
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Goles (Over/Under),Over 2.5,2.48,betsson,2,-0.0644,0.025,1.02,6.99,2.455,betsson:2.48; codere_it:2.43
Doncaster Rovers vs Peterborough United,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.82,betsson,2,-0.0697,0.01,0.55,7.03,1.81,betsson:1.82; codere_it:1.8
Huddersfield Town vs Wimbledon,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.85,betsson,2,-0.0883,0.015,0.82,7.25,1.835,betsson:1.85; codere_it:1.82
Luton vs Bolton Wanderers,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.98,betsson,2,-0.0928,0.015,0.76,7.65,1.965,betsson:1.98; codere_it:1.95
Santos vs Sport Recife,2025-11-28 19:30:00,Brasileirão,Goles (Over/Under),Over 2.5,1.85,betsson,2,-0.0952,0.0,0.0,7.25,1.85,betsson:1.85; codere_it:1.85
Manchester City vs Leeds United,2025-11-29 10:00:00,EPL,Doble Chance,1X,1.06,pinnacle,4,-0.1021,0.01,0.67,4.7,1.05,pinnacle:1.06; marathonbet:1.05; codere_it:1.05; betsson:1.04
Vitória SC vs AVS Futebol SAD,2025-11-28 15:15:00,Primeira Liga,Doble Chance,X2,2.22,marathonbet,3,-0.1058,0.04,1.98,7.18,2.18,marathonbet:2.22; pinnacle:2.2; betsson:2.12
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Goles (Over/Under),Under 1.5,2.38,betsson,2,-0.1111,0.0,0.0,5.31,2.38,betsson:2.38; codere_it:2.38
Juventude vs Bahia,2025-11-28 17:00:00,Brasileirão,Goles (Over/Under),Under 2.5,1.75,betsson,2,-0.1124,0.0,0.0,7.65,1.75,betsson:1.75; codere_it:1.75
Genoa vs Hellas Verona,2025-11-29 09:00:00,Serie A,Doble Chance,1X,1.26,betsson,4,-0.1179,0.0025,0.34,4.75,1.2575,betsson:1.26; marathonbet:1.26; pinnacle:1.26; codere_it:1.25
Chesterfield FC vs Swindon Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,1.7,codere_it,2,-0.1494,0.0,0.0,9.84,1.7,codere_it:1.7; betsson:1.7
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,Eredivisie,Doble Chance,X2,1.34,marathonbet,4,-0.1697,0.0025,0.32,7.25,1.3375,marathonbet:1.34; pinnacle:1.34; codere_it:1.34; betsson:1.33
