Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Goles (Over/Under),Over 2.5,1.75,betsson,2,0.1774,0.005,0.29,6.65,1.745,betsson:1.75; codere_it:1.74
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.1774,0.04,2.02,6.65,1.98,betsson:2.02; codere_it:1.94
Fenerbahce vs Torku Konyaspor,2025-12-15 12:00:00,Super League,Doble Chance,1X,1.04,pinnacle,4,0.1729,0.0075,0.8,6.13,1.0325,pinnacle:1.04; marathonbet:1.04; betsson:1.03; codere_it:1.02
Rangers vs Hibernian,2025-12-15 14:45:00,Premiership,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.1632,0.005,0.28,6.68,1.775,betsson:1.78; codere_it:1.77
Rangers vs Hibernian,2025-12-15 14:45:00,Premiership,Goles (Over/Under),Under 2.5,1.98,betsson,2,0.1632,0.035,1.8,6.68,1.945,betsson:1.98; codere_it:1.91
Braga vs Santa Clara,2025-12-15 13:45:00,Primeira Liga,Doble Chance,1X,1.08,pinnacle,3,0.1548,0.0033,0.44,5.75,1.0767,pinnacle:1.08; betsson:1.08; marathonbet:1.07
Braga vs Santa Clara,2025-12-15 13:45:00,Primeira Liga,Doble Chance,X2,2.59,pinnacle,3,0.1548,0.05,1.4,5.75,2.54,pinnacle:2.59; marathonbet:2.52; betsson:2.51
Fenerbahce vs Torku Konyaspor,2025-12-15 12:00:00,Super League,Doble Chance,X2,4.12,betsson,4,0.1522,0.355,7.03,6.24,3.765,betsson:4.12; pinnacle:3.92; codere_it:3.51; marathonbet:3.51
Alavés vs Real Madrid,2025-12-14 15:00:00,La Liga,Doble Chance,1X,2.37,pinnacle,4,0.1188,0.0475,1.5,3.62,2.3225,pinnacle:2.37; marathonbet:2.34; codere_it:2.3; betsson:2.28
CD Castellón vs CD Mirandés,2025-12-15 14:30:00,La Liga 2,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.1092,0.01,0.6,7.6,1.67,betsson:1.68; codere_it:1.66
CD Castellón vs CD Mirandés,2025-12-15 14:30:00,La Liga 2,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.1092,0.02,0.97,7.6,2.06,betsson:2.08; codere_it:2.04
Fenerbahce vs Torku Konyaspor,2025-12-15 12:00:00,Super League,Goles (Over/Under),Over 3.5,2.27,betsson,2,0.1069,0.035,1.57,6.55,2.235,betsson:2.27; codere_it:2.2
AS Roma vs Como,2025-12-15 14:45:00,Serie A,Doble Chance,1X,1.3,codere_it,4,0.1046,0.0075,0.64,3.73,1.2925,codere_it:1.3; marathonbet:1.3; pinnacle:1.29; betsson:1.28
AD Ceuta FC vs Las Palmas,2025-12-14 15:00:00,La Liga 2,Goles (Over/Under),Over 1.5,1.52,betsson,2,0.0336,0.0,0.0,8.34,1.52,betsson:1.52; codere_it:1.52
AD Ceuta FC vs Las Palmas,2025-12-14 15:00:00,La Liga 2,Goles (Over/Under),Under 1.5,2.35,betsson,2,0.0336,0.015,0.64,8.34,2.335,betsson:2.35; codere_it:2.32
Rangers vs Hibernian,2025-12-15 14:45:00,Premiership,Doble Chance,1X,1.25,betsson,4,0.0207,0.0225,2.03,7.25,1.2275,betsson:1.25; pinnacle:1.25; marathonbet:1.22; codere_it:1.19
Boulogne vs Troyes,2025-12-15 14:45:00,Ligue 2,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.0034,0.01,0.47,8.9,2.11,betsson:2.12; codere_it:2.1
Boulogne vs Troyes,2025-12-15 14:45:00,Ligue 2,Goles (Over/Under),Under 2.5,1.63,codere_it,2,-0.0045,0.005,0.31,8.97,1.625,codere_it:1.63; betsson:1.62
Fenerbahce vs Torku Konyaspor,2025-12-15 12:00:00,Super League,Goles (Over/Under),Under 3.5,1.6,codere_it,2,-0.0881,0.0,0.0,7.95,1.6,codere_it:1.6; betsson:1.6
