Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Snapshot_Date,Todas_Las_Cuotas,Score,Total_Goles,Acerto,Bookmaker
León vs Toluca,2025-02-08 20:00:00,Under 2.75,1.93,1.888,1.4217303496570157e-05,5.0,0.0053322352210837,0.0045934766276801,1.7453855727967565e-05,5.0,0.0059002768322612,0.0046372143228964,bovada,5.0,0.042,0.0214,4.72,Liga MX,Goles (Over/Under),2025-02-07,bovada:1.9300; pinnacle:1.8800; lowvig:1.8800; betonlineag:1.8800; betus:1.8700,3-3,6.0,No,
León vs Toluca,2025-02-08 20:00:00,Over 2.5,1.7,1.6325,3.443398040560441e-05,4.0,0.0082212930754326,0.0071198486552817,0.0001060530602501,4.0,0.0142386346986845,0.0123310193642673,williamhill,4.0,0.0675,0.039,5.34,Liga MX,Goles (Over/Under),2025-02-07,williamhill:1.7000; betrivers:1.6100; unibet_eu:1.6100; unibet:1.6100,3-3,6.0,Sí,
León vs Toluca,2025-02-08 20:00:00,Over 2.75,1.95,1.922,1.4217303496570157e-05,5.0,0.0053322352210836,0.00459347662768,2.58077367696198e-05,5.0,0.0071774138461979,0.0069685183087244,pinnacle,5.0,0.028,0.0264,4.76,Liga MX,Goles (Over/Under),2025-02-07,pinnacle:1.9500; lowvig:1.9400; betonlineag:1.9400; bovada:1.8900; betus:1.8900,3-3,6.0,Sí,
Tigres vs Atlas,2025-02-08 20:00:00,Over 2.5,1.9,1.843,4.0234459973940245e-05,10.0,0.0089663516391149,0.0079680288761762,0.0001141224905538,10.0,0.0150364263552833,0.0131811368732185,pinnacle,10.0,0.057,0.0502,6.11,Liga MX,Goles (Over/Under),2025-02-07,pinnacle:1.9000; betonlineag:1.8900; lowvig:1.8900; bovada:1.8700; betus:1.8700; williamhill:1.8500; coolbet:1.8500; betrivers:1.7700; unibet_eu:1.7700; unibet:1.7700,2-1,3.0,Sí,
Tigres vs Atlas,2025-02-08 20:00:00,Under 2.5,1.96,1.934,4.0234459973940245e-05,10.0,0.0089663516391149,0.0079680288761762,2.5393149266829293e-05,10.0,0.0071190824146524,0.0053854011063729,unibet,10.0,0.026,0.0262,7.52,Liga MX,Goles (Over/Under),2025-02-07,unibet:1.9600; coolbet:1.9600; betrivers:1.9500; unibet_eu:1.9500; bovada:1.9500; pinnacle:1.9300; betonlineag:1.9300; lowvig:1.9300; williamhill:1.9100; betus:1.8700,2-1,3.0,No,
Racing Club vs Boca Juniors,2025-02-08 20:15:00,Over 2.25,1.93,1.92,3.5478979067927387e-06,6.0,0.0026637525635358,0.0024002235322679,4.954468442990257e-06,6.0,0.0031448013893154,0.0027238354871646,lowvig,6.0,0.01,0.0115,4.72,Liga Profesional,Goles (Over/Under),2025-02-07,lowvig:1.9300; betonlineag:1.9300; betanysports:1.9300; pinnacle:1.9200; bovada:1.9100; betsson:1.9000,2-0,2.0,No,
Racing Club vs Boca Juniors,2025-02-08 20:15:00,Over 2.5,2.18,2.155,3.103633038264737e-06,6.0,0.0024736636930114,0.0021536170965814,8.438705565053836e-06,6.0,0.0040982416386071,0.0032371031610477,matchbook,6.0,0.025,0.0189,5.75,Liga Profesional,Goles (Over/Under),2025-02-07,matchbook:2.1800; nordicbet:2.1700; onexbet:2.1600; betrivers:2.1500; unibet:2.1500; playup:2.1200,2-0,2.0,No,
Racing Club vs Boca Juniors,2025-02-08 20:15:00,Under 2.25,1.91,1.8983,3.5478979067927387e-06,6.0,0.0026637525635357,0.0024002235322678,3.1006252596028675e-06,6.0,0.0024867516735398,0.0023108964966226,betsson,6.0,0.0117,0.009,4.99,Liga Profesional,Goles (Over/Under),2025-02-07,betsson:1.9100; bovada:1.9100; pinnacle:1.9000; lowvig:1.8900; betonlineag:1.8900; betanysports:1.8900,2-0,2.0,Sí,
Racing Club vs Boca Juniors,2025-02-08 20:15:00,Under 2.5,1.74,1.6917,3.103633038264737e-06,6.0,0.0024736636930114,0.0021536170965815,3.547433118182836e-05,6.0,0.0082942950508094,0.0065181095996669,matchbook,6.0,0.0483,0.0241,4.64,Liga Profesional,Goles (Over/Under),2025-02-07,matchbook:1.7400; nordicbet:1.7000; onexbet:1.6900; playup:1.6800; betrivers:1.6700; unibet:1.6700,2-0,2.0,Sí,
FC Juárez vs Monterrey,2025-02-08 22:00:00,Under 2.5,1.93,1.903,4.305507424467027e-05,10.0,0.0092776444209534,0.0084523520895863,2.4290155776073853e-05,10.0,0.0069581490637722,0.0052722703324475,betrivers,10.0,0.027,0.0249,7.68,Liga MX,Goles (Over/Under),2025-02-07,betrivers:1.9300; unibet_eu:1.9300; unibet:1.9300; bovada:1.9100; pinnacle:1.9100; coolbet:1.9000; betonlineag:1.9000; lowvig:1.9000; betus:1.8700; williamhill:1.8500,2-1,3.0,No,
FC Juárez vs Monterrey,2025-02-08 22:00:00,Over 2.5,1.93,1.868,4.305507424467027e-05,10.0,0.0092776444209533,0.0084523520895863,0.0001334355921149,10.0,0.0162815007711388,0.0146476905942581,pinnacle,10.0,0.062,0.056,5.87,Liga MX,Goles (Over/Under),2025-02-07,pinnacle:1.9300; betonlineag:1.9200; lowvig:1.9200; bovada:1.9100; coolbet:1.9100; betus:1.8700; williamhill:1.8500; betrivers:1.7900; unibet_eu:1.7900; unibet:1.7900,2-1,3.0,Sí,
Cruz Azul vs Pachuca,2025-02-08 22:05:00,Under 2.75,1.83,1.83,1.1285462981976372e-05,5.0,0.0047481574869726,0.003778910864132,0.0,5.0,0.0,0.0,bovada,5.0,0.0,0.0,7.0,Liga MX,Goles (Over/Under),2025-02-07,bovada:1.8300; betus:1.8300; pinnacle:1.8300; lowvig:1.8300; betonlineag:1.8300,2-1,3.0,No,
Cruz Azul vs Pachuca,2025-02-08 22:05:00,Over 2.75,2.01,1.984,1.1285462981976372e-05,5.0,0.0047481574869726,0.003778910864132,4.727741092633341e-05,5.0,0.0097207010184729,0.0077382719908311,pinnacle,5.0,0.026,0.0372,4.4,Liga MX,Goles (Over/Under),2025-02-07,pinnacle:2.0100; bovada:2.0000; lowvig:2.0000; betonlineag:2.0000; betus:1.9100,2-1,3.0,Sí,
Cruz Azul vs Pachuca,2025-02-08 22:05:00,Over 2.5,1.8,1.724,7.650012459997526e-05,5.0,0.0123360117677243,0.00972951993513,8.195209959904374e-05,5.0,0.0126679839100256,0.0099103207174342,williamhill,5.0,0.076,0.0388,6.84,Liga MX,Goles (Over/Under),2025-02-07,williamhill:1.8000; coolbet:1.7200; betrivers:1.7000; unibet_eu:1.7000; unibet:1.7000,2-1,3.0,Sí,
Cruz Azul vs Pachuca,2025-02-08 22:05:00,Under 2.5,2.14,2.06,7.650012459997526e-05,5.0,0.0123360117677242,0.00972951993513,0.0001095603263557,5.0,0.0147967030229941,0.0107773575469633,coolbet,5.0,0.08,0.0613,5.55,Liga MX,Goles (Over/Under),2025-02-07,coolbet:2.1400; betrivers:2.0700; unibet_eu:2.0700; unibet:2.0700; williamhill:1.9500,2-1,3.0,No,
Macarthur FC vs Western United FC,2025-02-09 01:00:00,Over 3.5,2.22,2.204,4.099989870365208e-06,5.0,0.0028315661734764,0.0027618197209884,1.3537491241608689e-06,5.0,0.0016380016380016,0.0013104013104013,onexbet,5.0,0.016,0.008,7.16,A-League,Goles (Over/Under),2025-02-07,onexbet:2.2200; betsson:2.2000; nordicbet:2.2000; unibet:2.2000; unibet_eu:2.2000,2-2,4.0,Sí,
Macarthur FC vs Western United FC,2025-02-09 01:00:00,Under 3.5,1.66,1.636,4.099989870365208e-06,5.0,0.0028315661734764,0.0027618197209884,3.442238462697906e-05,5.0,0.0080834833541434,0.0078117098546642,onexbet,5.0,0.024,0.0215,5.7,A-League,Goles (Over/Under),2025-02-07,onexbet:1.6600; betsson:1.6500; nordicbet:1.6500; unibet:1.6100; unibet_eu:1.6100,2-2,4.0,No,
Macarthur FC vs Western United FC,2025-02-09 01:00:00,Under 3.25,1.85,1.836,1.4653270816037191e-05,5.0,0.0054096550350133,0.0047329606539981,6.378715269031248e-06,5.0,0.0035575413700302,0.0033160164307705,lowvig,5.0,0.014,0.012,6.41,A-League,Goles (Over/Under),2025-02-07,lowvig:1.8500; betonlineag:1.8500; pinnacle:1.8300; betus:1.8300; bovada:1.8200,2-2,4.0,No,
Macarthur FC vs Western United FC,2025-02-09 01:00:00,Over 3.25,2.02,1.98,1.4653270816037191e-05,5.0,0.0054096550350133,0.004732960653998,4.995634780402249e-05,5.0,0.0099926291781036,0.0073262307867107,bovada,5.0,0.04,0.0385,4.45,A-League,Goles (Over/Under),2025-02-07,bovada:2.0200; pinnacle:2.0100; lowvig:1.9800; betonlineag:1.9800; betus:1.9100,2-2,4.0,Sí,
Kasimpasa SK vs Çaykur Rizespor,2025-02-09 05:30:00,Over 2.75,1.86,1.854,1.1207886968765908e-05,5.0,0.0047333949259187,0.0035227822666577,1.0197066270933383e-06,5.0,0.0014237080748521,0.0013949433304271,lowvig,5.0,0.006,0.0049,6.95,Süper Lig,Goles (Over/Under),2025-02-07,lowvig:1.8600; betonlineag:1.8600; pinnacle:1.8500; bovada:1.8500; betus:1.8500,3-2,5.0,Sí,
Kasimpasa SK vs Çaykur Rizespor,2025-02-09 05:30:00,Under 2.5,2.24,2.1871,4.066146255780411e-06,7.0,0.0028247011141071,0.002321153418721,1.2042609843362123e-05,7.0,0.0048865586791159,0.0038762944480129,onexbet,7.0,0.0529,0.0237,6.37,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:2.2400; tipico_de:2.2000; nordicbet:2.1800; betsson:2.1800; unibet_eu:2.1700; betrivers:2.1700; unibet:2.1700,3-2,5.0,No,
Kasimpasa SK vs Çaykur Rizespor,2025-02-09 05:30:00,Over 2.5,1.73,1.6486,4.066146255780411e-06,7.0,0.0028247011141071,0.0023211534187211,8.612016184504792e-05,7.0,0.0128663012254711,0.0089288941477215,onexbet,7.0,0.0814,0.036,3.89,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:1.7300; nordicbet:1.6500; betsson:1.6500; tipico_de:1.6500; unibet_eu:1.6200; betrivers:1.6200; unibet:1.6200,3-2,5.0,Sí,
Kasimpasa SK vs Çaykur Rizespor,2025-02-09 05:30:00,Under 2.75,1.98,1.952,1.1207886968765908e-05,5.0,0.0047333949259187,0.0035227822666577,4.992795047113114e-05,5.0,0.0099846820009431,0.0077720320881415,pinnacle,5.0,0.028,0.0371,4.56,Süper Lig,Goles (Over/Under),2025-02-07,pinnacle:1.9800; bovada:1.9800; lowvig:1.9600; betonlineag:1.9600; betus:1.8800,3-2,5.0,No,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Under 2.25,2.06,2.0467,9.08071300630612e-06,3.0,0.0042536095152545,0.0040103415103415,1.027109783215072e-05,3.0,0.0045314286339616,0.0042722718873829,lowvig,3.0,0.0133,0.0189,4.41,Ekstraklasa,Goles (Over/Under),2025-02-07,lowvig:2.0600; betonlineag:2.0600; bovada:2.0200,1-0,1.0,Sí,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Over 2.5,2.03,2.0064,1.880955101719316e-05,11.0,0.006121244551255,0.0052769393105611,2.857082267468177e-05,11.0,0.0075587234686694,0.0063837907154358,pinnacle,11.0,0.0236,0.0299,7.06,Ekstraklasa,Goles (Over/Under),2025-02-07,pinnacle:2.0300; betsson:2.0300; nordicbet:2.0300; coolbet:2.0300; betrivers:2.0200; unibet:2.0200; unibet_eu:2.0200; onexbet:2.0100; playup:1.9800; tipico_de:1.9500; betus:1.9500,1-0,1.0,No,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Under 2.5,1.8,1.7527,1.880955101719316e-05,11.0,0.006121244551255,0.0052769393105611,3.555475781165742e-05,11.0,0.0083551672159225,0.0069796602993315,pinnacle,11.0,0.0473,0.026,6.84,Ekstraklasa,Goles (Over/Under),2025-02-07,pinnacle:1.8000; betus:1.8000; onexbet:1.7700; coolbet:1.7600; tipico_de:1.7500; playup:1.7500; betrivers:1.7300; unibet:1.7300; unibet_eu:1.7300; betsson:1.7300; nordicbet:1.7300,1-0,1.0,Sí,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Over 2.75,1.91,1.8633,5.839815209626467e-05,6.0,0.010804096676296,0.0097992114834347,5.310296757339115e-05,6.0,0.0102792276996758,0.009577414193024,pinnacle,6.0,0.0467,0.0359,5.83,Eredivisie,Goles (Over/Under),2025-02-07,pinnacle:1.9100; betus:1.9100; bovada:1.8700; lowvig:1.8300; betonlineag:1.8300; betanysports:1.8300,0-1,1.0,No,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Under 2.75,2.0,1.9583,5.839815209626467e-05,6.0,0.0108040966762961,0.0097992114834348,8.192078664796805e-05,6.0,0.0127913509507986,0.0109524310225316,lowvig,6.0,0.0417,0.0481,4.64,Eredivisie,Goles (Over/Under),2025-02-07,lowvig:2.0000; betonlineag:2.0000; betanysports:2.0000; bovada:1.9500; pinnacle:1.9300; betus:1.8700,0-1,1.0,Sí,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Under 2.5,2.2,2.1489,2.416430780669171e-05,9.0,0.0068970368637764,0.0065052724883708,2.9622052792126927e-05,9.0,0.0076785355902281,0.00702401540234,tipico_de,9.0,0.0511,0.0354,6.06,Eredivisie,Goles (Over/Under),2025-02-07,tipico_de:2.2000; betrivers:2.1800; unibet_eu:2.1800; unibet:2.1800; williamhill:2.1500; onexbet:2.1300; betsson:2.1100; nordicbet:2.1100; playup:2.1000,0-1,1.0,Sí,
FC Utrecht vs Almere City,2025-02-09 06:15:00,Over 2.5,1.71,1.6711,2.416430780669171e-05,9.0,0.0068970368637764,0.0065052724883708,2.9980370647548506e-05,9.0,0.0075956615783327,0.0067864797559703,onexbet,9.0,0.0389,0.0213,6.1,Eredivisie,Goles (Over/Under),2025-02-07,onexbet:1.7100; betsson:1.6900; nordicbet:1.6900; playup:1.6800; williamhill:1.6700; betrivers:1.6500; unibet_eu:1.6500; unibet:1.6500; tipico_de:1.6500,0-1,1.0,No,
Korona Kielce vs Motor Lublin,2025-02-09 06:15:00,Over 2.25,1.82,1.8,9.08071300630612e-06,3.0,0.0042536095152545,0.0040103415103415,9.53383909404281e-06,3.0,0.0043410079267392,0.0040927415229091,bovada,3.0,0.02,0.0141,4.45,Ekstraklasa,Goles (Over/Under),2025-02-07,bovada:1.8200; lowvig:1.7900; betonlineag:1.7900,1-0,1.0,No,
Venezia vs AS Roma,2025-02-09 06:30:00,Under 2.5,2.12,2.0609,1.5720445360790854e-05,11.0,0.0055913398706756,0.0044841463583882,5.244019375793889e-05,11.0,0.0102377311282971,0.0067054408217051,matchbook,11.0,0.0591,0.0423,5.31,Serie A,Goles (Over/Under),2025-02-07,matchbook:2.1200; onexbet:2.1100; betus:2.0900; betrivers:2.0700; unibet_eu:2.0700; betsson:2.0600; tipico_de:2.0500; nordicbet:2.0500; playup:2.0500; coolbet:2.0500; williamhill:1.9500,0-1,1.0,Sí,
Venezia vs AS Roma,2025-02-09 06:30:00,Over 2.75,2.02,2.015,4.056710894309649e-06,4.0,0.0028454077861569,0.0026524790473888,2.29763984059363e-06,4.0,0.0021436272370901,0.0018564356435643,pinnacle,4.0,0.005,0.0087,4.45,Serie A,Goles (Over/Under),2025-02-07,pinnacle:2.0200; lowvig:2.0200; betonlineag:2.0200; bovada:2.0000,0-1,1.0,No,
Venezia vs AS Roma,2025-02-09 06:30:00,Under 2.75,1.87,1.835,4.056710894309649e-06,4.0,0.002845407786157,0.0026524790473889,1.8453315043491302e-05,4.0,0.0060535017801159,0.0051338889333103,pinnacle,4.0,0.035,0.0206,3.48,Serie A,Goles (Over/Under),2025-02-07,pinnacle:1.8700; bovada:1.8300; lowvig:1.8200; betonlineag:1.8200,0-1,1.0,Sí,
Venezia vs AS Roma,2025-02-09 06:30:00,Over 2.5,1.85,1.7745,1.5720445360790854e-05,11.0,0.0055913398706756,0.0044841463583882,8.200879542560164e-05,11.0,0.0127061068378532,0.0105474066204673,onexbet,11.0,0.0755,0.0403,5.34,Serie A,Goles (Over/Under),2025-02-07,onexbet:1.8500; matchbook:1.8300; coolbet:1.8100; betsson:1.7800; nordicbet:1.7800; betus:1.7800; tipico_de:1.7500; williamhill:1.7500; playup:1.7500; betrivers:1.7200; unibet_eu:1.7200,0-1,1.0,No,
Bristol City vs Swansea City,2025-02-09 07:00:00,Under 2.5,1.75,1.733,2.544059574879782e-05,10.0,0.0071072061093701,0.0049454204200618,3.028850741055296e-05,10.0,0.0076678554062008,0.0051863188504421,nordicbet,10.0,0.017,0.0224,8.42,Championship,Goles (Over/Under),2025-02-07,nordicbet:1.7500; tipico_de:1.7500; onexbet:1.7400; betsson:1.7400; betrivers:1.7400; unibet:1.7400; unibet_eu:1.7400; coolbet:1.7400; playup:1.7200; williamhill:1.6700,0-1,1.0,Sí,
Bristol City vs Swansea City,2025-02-09 07:00:00,Over 2.5,2.1,2.056,2.544059574879782e-05,10.0,0.00710720610937,0.0049454204200618,5.393151770102912e-05,10.0,0.0103829718712496,0.0076457981535512,williamhill,10.0,0.044,0.0427,7.5,Championship,Goles (Over/Under),2025-02-07,williamhill:2.1000; nordicbet:2.1000; onexbet:2.0900; betsson:2.0900; coolbet:2.0600; playup:2.0500; betrivers:2.0400; unibet:2.0400; unibet_eu:2.0400; tipico_de:1.9500,0-1,1.0,No,
Bristol City vs Swansea City,2025-02-09 07:00:00,Over 2.25,1.87,1.854,1.2212584319123065e-05,5.0,0.0049406839647105,0.0045509646010158,2.689035170900644e-06,5.0,0.0023124729007081,0.0018499783205665,bovada,5.0,0.016,0.008,6.39,Championship,Goles (Over/Under),2025-02-07,bovada:1.8700; pinnacle:1.8500; betus:1.8500; lowvig:1.8500; betonlineag:1.8500,0-1,1.0,No,
Bristol City vs Swansea City,2025-02-09 07:00:00,Under 2.25,1.99,1.958,1.2212584319123065e-05,5.0,0.0049406839647105,0.0045509646010158,4.743122217462936e-05,5.0,0.0097337523522209,0.0080428783946372,pinnacle,5.0,0.032,0.0366,4.31,Championship,Goles (Over/Under),2025-02-07,pinnacle:1.9900; lowvig:1.9800; betonlineag:1.9800; bovada:1.9500; betus:1.8900,0-1,1.0,Sí,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Over 3.5,2.5,2.45,7.678893955771933e-05,3.0,0.0120569253159412,0.011367378201549,7.472066232785696e-05,3.0,0.0120358601053029,0.0113475177304964,unibet_eu,3.0,0.05,0.0707,7.57,Bundesliga 2,Goles (Over/Under),2025-02-07,unibet_eu:2.5000; unibet:2.5000; playup:2.3500,1-0,1.0,No,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Under 3.5,1.55,1.5033,7.678893955771933e-05,3.0,0.0120569253159412,0.011367378201549,0.0001153791142431,3.0,0.0143846192046086,0.01356194904582,playup,3.0,0.0467,0.033,7.07,Bundesliga 2,Goles (Over/Under),2025-02-07,playup:1.5500; unibet_eu:1.4800; unibet:1.4800,1-0,1.0,Sí,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Over 3.0,2.06,2.055,1.16759863599598e-05,2.0,0.0048188653451811,0.0048188653451811,7.01422399062917e-07,2.0,0.0011839924224485,0.0011839924224485,coolbet,2.0,0.005,0.005,6.01,Bundesliga 2,Goles (Over/Under),2025-02-07,coolbet:2.0600; bovada:2.0500,0-2,2.0,No,
Hansa Rostock vs FC Viktoria Köln 1904,2025-02-09 07:30:00,Over 2.5,1.82,1.77,2.167264584917738e-06,8.0,0.0020789005981785,0.0014666703441393,3.894222710229389e-05,8.0,0.0087483163165543,0.0064637988614484,pinnacle,8.0,0.05,0.0274,7.3,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8200; bovada:1.7800; betsson:1.7800; nordicbet:1.7800; tipico_de:1.7700; coolbet:1.7700; unibet_eu:1.7300; unibet:1.7300,1-1,2.0,No,
Hannover 96 vs Fortuna Düsseldorf,2025-02-09 07:30:00,Under 2.5,2.16,2.0667,0.0001169708316919,9.0,0.0152304739560648,0.0140773390452823,0.0001790934358446,9.0,0.0189147078548544,0.0172056883611476,onexbet,9.0,0.0933,0.0797,6.9,Bundesliga 2,Goles (Over/Under),2025-02-07,onexbet:2.1600; tipico_de:2.1500; playup:2.1500; betsson:2.1000; nordicbet:2.1000; williamhill:2.0500; unibet:1.9700; betrivers:1.9600; unibet_eu:1.9600,1-1,2.0,Sí,
Hannover 96 vs Fortuna Düsseldorf,2025-02-09 07:30:00,Over 2.5,1.76,1.7111,0.0001169708316919,9.0,0.0152304739560648,0.0140773390452823,9.530953509731964e-05,9.0,0.01360470855967,0.0125220503191402,betrivers,9.0,0.0489,0.0398,7.84,Bundesliga 2,Goles (Over/Under),2025-02-07,betrivers:1.7600; unibet_eu:1.7600; unibet:1.7600; williamhill:1.7300; betsson:1.6900; onexbet:1.6900; nordicbet:1.6900; tipico_de:1.6700; playup:1.6500,1-1,2.0,No,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Under 3.0,1.8,1.77,1.16759863599598e-05,2.0,0.0048188653451811,0.0048188653451811,4.667160215957294e-05,2.0,0.0095785440613026,0.0095785440613026,bovada,2.0,0.03,0.03,4.34,Bundesliga 2,Goles (Over/Under),2025-02-07,bovada:1.8000; coolbet:1.7400,0-2,2.0,Sí,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Over 2.5,1.58,1.57,2.699641274326334e-06,6.0,0.0022787221472031,0.0020030632826486,2.966137300730632e-06,6.0,0.0023424134889623,0.0013581173381221,onexbet,6.0,0.01,0.0058,6.77,Bundesliga 2,Goles (Over/Under),2025-02-07,onexbet:1.5800; nordicbet:1.5700; tipico_de:1.5700; betsson:1.5700; williamhill:1.5700; betrivers:1.5600,1-0,1.0,No,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Under 2.5,2.3,2.2489,6.426274026073383e-05,9.0,0.0111790159088407,0.0102648265589546,5.329675657987258e-05,9.0,0.0102663002022849,0.0089916217242062,williamhill,9.0,0.0511,0.0513,7.58,Bundesliga 2,Goles (Over/Under),2025-02-07,williamhill:2.3000; betrivers:2.3000; unibet:2.3000; unibet_eu:2.3000; onexbet:2.2300; betsson:2.2300; nordicbet:2.2300; tipico_de:2.2000; playup:2.1500,0-2,2.0,Sí,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Over 2.5,1.65,1.6022,6.426274026073383e-05,9.0,0.0111790159088406,0.0102648265589545,0.0001194115580211,9.0,0.0149704137503367,0.0137883115820898,onexbet,9.0,0.0478,0.0385,7.12,Bundesliga 2,Goles (Over/Under),2025-02-07,onexbet:1.6500; tipico_de:1.6500; playup:1.6500; betsson:1.6100; nordicbet:1.6100; williamhill:1.5700; betrivers:1.5600; unibet:1.5600; unibet_eu:1.5600,0-2,2.0,No,
Anderlecht vs Royal Antwerp,2025-02-09 07:30:00,Over 2.5,2.0,1.9559,3.616002843562827e-05,17.0,0.0084988508114555,0.0071302504712153,5.378795139077743e-05,17.0,0.0103630245393099,0.0073710240963728,unibet_eu,17.0,0.0441,0.0387,6.5,Pro League,Goles (Over/Under),2025-02-07,unibet_eu:2.0000; betrivers:2.0000; unibet:2.0000; matchbook:2.0000; pinnacle:1.9700; betsson:1.9700; nordicbet:1.9700; onexbet:1.9600; betonlineag:1.9600; lowvig:1.9600; betanysports:1.9600; coolbet:1.9500; playup:1.9500; tipico_de:1.9300; bovada:1.9300; betus:1.8900; williamhill:1.8500,2-0,2.0,No,
Anderlecht vs Royal Antwerp,2025-02-09 07:30:00,Under 2.5,1.89,1.8324,3.616002843562827e-05,17.0,0.0084988508114555,0.0071302504712152,6.363511266372248e-05,17.0,0.011226855263098,0.0101291849112131,bovada,17.0,0.0576,0.0373,6.96,Pro League,Goles (Over/Under),2025-02-07,bovada:1.8900; coolbet:1.8700; onexbet:1.8600; betonlineag:1.8600; lowvig:1.8600; matchbook:1.8600; betanysports:1.8600; pinnacle:1.8500; williamhill:1.8500; betus:1.8500; tipico_de:1.8300; betsson:1.8000; nordicbet:1.8000; unibet_eu:1.7800; betrivers:1.7800; unibet:1.7800; playup:1.7700,2-0,2.0,Sí,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Under 2.5,2.38,2.3283,2.699641274326334e-06,6.0,0.0022787221472031,0.0020030632826486,1.390247255881663e-05,6.0,0.0052174904820973,0.0044704687408367,onexbet,6.0,0.0517,0.0285,6.12,Bundesliga 2,Goles (Over/Under),2025-02-07,onexbet:2.3800; tipico_de:2.3500; nordicbet:2.3200; betsson:2.3200; williamhill:2.3000; betrivers:2.3000,1-0,1.0,Sí,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Under 3.0,1.9,1.878,3.318231144669914e-05,5.0,0.0081430267588257,0.0064680353570761,6.62229254249984e-05,5.0,0.011468259694778,0.0091339459760512,pinnacle,5.0,0.022,0.0392,4.71,Bundesliga 2,Goles (Over/Under),2025-02-07,pinnacle:1.9000; lowvig:1.9000; betonlineag:1.9000; bovada:1.8900; coolbet:1.8000,1-0,1.0,Sí,
1. FC Köln vs FC Schalke 04,2025-02-09 07:30:00,Over 3.0,1.98,1.936,3.318231144669914e-05,5.0,0.0081430267588257,0.0064680353570761,1.7406537307687315e-05,5.0,0.0058981983745818,0.0046187261213168,coolbet,5.0,0.044,0.0224,6.06,Bundesliga 2,Goles (Over/Under),2025-02-07,coolbet:1.9800; pinnacle:1.9300; bovada:1.9300; lowvig:1.9200; betonlineag:1.9200,1-0,1.0,No,
Hannover 96 vs Fortuna Düsseldorf,2025-02-09 07:30:00,Under 2.75,1.98,1.9575,9.105185451447008e-06,4.0,0.0042663077417923,0.0034303104452311,1.0947531013007453e-05,4.0,0.00467777421626,0.0036181845952386,pinnacle,4.0,0.0225,0.0179,4.56,Bundesliga 2,Goles (Over/Under),2025-02-07,pinnacle:1.9800; lowvig:1.9600; betonlineag:1.9600; bovada:1.9300,1-1,2.0,Sí,
Hannover 96 vs Fortuna Düsseldorf,2025-02-09 07:30:00,Over 2.75,1.89,1.865,9.105185451447008e-06,4.0,0.0042663077417924,0.0034303104452312,9.213127326240829e-06,4.0,0.0042823713212616,0.0035634713054067,bovada,4.0,0.025,0.015,4.72,Bundesliga 2,Goles (Over/Under),2025-02-07,bovada:1.8900; lowvig:1.8600; betonlineag:1.8600; pinnacle:1.8500,1-1,2.0,No,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Over 2.75,1.83,1.8167,3.0223033375519665e-06,3.0,0.0024552318791199,0.0023148148148148,4.091048069707262e-06,3.0,0.0028463878319659,0.0026836001838266,pinnacle,3.0,0.0133,0.0094,4.4,Bundesliga 2,Goles (Over/Under),2025-02-07,pinnacle:1.8300; lowvig:1.8100; betonlineag:1.8100,0-2,2.0,No,
Karlsruher SC vs Eintracht Braunschweig,2025-02-09 07:30:00,Under 2.75,2.03,2.0233,3.0223033375519665e-06,3.0,0.0024552318791199,0.0023148148148148,2.6697989534748418e-06,3.0,0.0023106365747177,0.002178489054454,lowvig,3.0,0.0067,0.0094,4.51,Bundesliga 2,Goles (Over/Under),2025-02-07,lowvig:2.0300; betonlineag:2.0300; pinnacle:2.0100,0-2,2.0,Sí,
