Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,1X,1.32,pinnacle,5,0.648,0.0253,1.18,3.75,1.2947,pinnacle:1.32; bwin:1.3037; betsson:1.29; marathonbet:1.28; codere_it:1.28,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.25,,,,,E1_Margen_Bajo,4.0
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,X2,1.7,pinnacle,5,0.648,0.0463,1.61,3.75,1.6537,pinnacle:1.7; codere_it:1.66; bwin:1.6485; marathonbet:1.64; betsson:1.62,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,60.08,,,,,E1_Margen_Bajo,4.0
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,1X,1.32,pinnacle,5,0.648,0.0253,1.18,3.75,1.2947,pinnacle:1.32; bwin:1.3037; betsson:1.29; marathonbet:1.28; codere_it:1.28,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,33.25,,,,,E3_Sharp_Validation,4.0
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,X2,1.7,pinnacle,5,0.648,0.0463,1.61,3.75,1.6537,pinnacle:1.7; codere_it:1.66; bwin:1.6485; marathonbet:1.64; betsson:1.62,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,60.08,,,,,E3_Sharp_Validation,4.0
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,X2,1.96,pinnacle,4,0.633,0.075,2.97,4.66,1.885,pinnacle:1.96; marathonbet:1.91; betsson:1.86; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,55.75,,,,,E5_Alta_Confianza,5.0
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,1X,1.23,pinnacle,4,0.633,0.015,1.23,4.66,1.215,pinnacle:1.23; betsson:1.23; marathonbet:1.2; codere_it:1.2,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,31.41,,,,,E3_Sharp_Validation,4.0
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,X2,1.96,pinnacle,4,0.633,0.075,2.97,4.66,1.885,pinnacle:1.96; marathonbet:1.91; betsson:1.86; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,55.75,,,,,E3_Sharp_Validation,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Over 2.5,1.94,pinnacle,3,0.6231,0.0367,1.38,3.9,1.9033,pinnacle:1.94; codere_it:1.89; betsson:1.88,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,61.07,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Under 2.5,1.91,pinnacle,3,0.6231,0.05,2.01,3.9,1.86,pinnacle:1.91; betsson:1.85; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,45.0,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Over 2.5,1.94,pinnacle,3,0.6231,0.0367,1.38,3.9,1.9033,pinnacle:1.94; codere_it:1.89; betsson:1.88,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,61.07,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Under 2.5,1.91,pinnacle,3,0.6231,0.05,2.01,3.9,1.86,pinnacle:1.91; betsson:1.85; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,45.0,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Doble Chance,1X,1.35,pinnacle,2,0.6185,0.015,1.12,4.43,1.335,pinnacle:1.35; codere_it:1.32,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,32.0,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Doble Chance,X2,1.61,pinnacle,2,0.6185,0.03,1.9,4.43,1.58,pinnacle:1.61; codere_it:1.55,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,57.43,1-2,,https://www.espn.com/soccer/match/_/gameId/752346/ofi-crete-larissa-fc,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Paris FC vs Auxerre,2025-11-29 13:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.87,pinnacle,3,0.6107,0.0333,1.28,2.98,1.8367,pinnacle:1.87; betsson:1.82; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,62.84,1-1,,https://www.skysports.com/football/paris-fc-vs-auxerre/535033,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Paris FC vs Auxerre,2025-11-29 13:00:00,Ligue 1,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.6107,0.0333,1.26,2.98,1.9867,pinnacle:2.02; betsson:1.98; codere_it:1.96,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,49.17,1-1,,https://www.skysports.com/football/paris-fc-vs-auxerre/535033,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Paris FC vs Auxerre,2025-11-29 13:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.87,pinnacle,3,0.6107,0.0333,1.28,2.98,1.8367,pinnacle:1.87; betsson:1.82; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,62.84,1-1,,https://www.skysports.com/football/paris-fc-vs-auxerre/535033,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Paris FC vs Auxerre,2025-11-29 13:00:00,Ligue 1,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.6107,0.0333,1.26,2.98,1.9867,pinnacle:2.02; betsson:1.98; codere_it:1.96,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,49.17,1-1,,https://www.skysports.com/football/paris-fc-vs-auxerre/535033,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E5_Alta_Confianza,5.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E1_Margen_Bajo,4.0
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,55.08,,,,,E3_Sharp_Validation,4.0
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.5783,0.0167,0.68,3.32,1.8333,pinnacle:1.85; codere_it:1.83; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,68.08,2-3,,https://www.espn.com/soccer/match/_/gameId/748274/villarreal-real-sociedad,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.5783,0.0567,2.04,3.32,1.9733,pinnacle:2.03; betsson:1.95; codere_it:1.94,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,44.48,2-3,,https://www.espn.com/soccer/match/_/gameId/748274/villarreal-real-sociedad,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.5783,0.0167,0.68,3.32,1.8333,pinnacle:1.85; codere_it:1.83; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,68.08,2-3,,https://www.espn.com/soccer/match/_/gameId/748274/villarreal-real-sociedad,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.5783,0.0567,2.04,3.32,1.9733,pinnacle:2.03; betsson:1.95; codere_it:1.94,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,44.48,2-3,,https://www.espn.com/soccer/match/_/gameId/748274/villarreal-real-sociedad,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,Bundesliga,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.5757,0.0367,1.93,3.37,2.0033,pinnacle:2.04; betsson:2.02; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,58.39,4-0,,https://www.espn.com/soccer/match/_/gameId/746819/mainz-sc-freiburg,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,Bundesliga,Goles (Over/Under),Under 2.5,1.84,pinnacle,3,0.5757,0.0333,2.23,3.37,1.8067,pinnacle:1.84; codere_it:1.83; betsson:1.75,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,43.89,4-0,,https://www.espn.com/soccer/match/_/gameId/746819/mainz-sc-freiburg,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,Bundesliga,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.5757,0.0367,1.93,3.37,2.0033,pinnacle:2.04; betsson:2.02; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,58.39,4-0,,https://www.espn.com/soccer/match/_/gameId/746819/mainz-sc-freiburg,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,Bundesliga,Goles (Over/Under),Under 2.5,1.84,pinnacle,3,0.5757,0.0333,2.23,3.37,1.8067,pinnacle:1.84; codere_it:1.83; betsson:1.75,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,43.89,4-0,,https://www.espn.com/soccer/match/_/gameId/746819/mainz-sc-freiburg,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Goles (Over/Under),Over 3.5,1.97,pinnacle,3,0.5634,0.01,0.42,3.39,1.96,pinnacle:1.97; codere_it:1.96; betsson:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,46.61,3-1,,https://www.espn.com/soccer/match/_/gameId/748282/alaves-barcelona,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Goles (Over/Under),Under 3.5,1.9,pinnacle,3,0.5634,0.0567,2.18,3.39,1.8433,pinnacle:1.9; betsson:1.82; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,51.39,3-1,,https://www.espn.com/soccer/match/_/gameId/748282/alaves-barcelona,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Goles (Over/Under),Over 3.5,1.97,pinnacle,3,0.5634,0.01,0.42,3.39,1.96,pinnacle:1.97; codere_it:1.96; betsson:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,46.61,3-1,,https://www.espn.com/soccer/match/_/gameId/748282/alaves-barcelona,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Goles (Over/Under),Under 3.5,1.9,pinnacle,3,0.5634,0.0567,2.18,3.39,1.8433,pinnacle:1.9; betsson:1.82; codere_it:1.81,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,51.39,3-1,,https://www.espn.com/soccer/match/_/gameId/748282/alaves-barcelona,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Strasbourg vs Brest,2025-11-30 09:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.5542,0.0167,0.68,3.32,1.8333,pinnacle:1.85; codere_it:1.83; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,67.36,1-2,,https://www.bbc.com/sport/football/live/cwyg1z33v0xt,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Strasbourg vs Brest,2025-11-30 09:00:00,Ligue 1,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.5542,0.0533,1.91,3.32,1.9767,pinnacle:2.03; betsson:1.95; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,44.09,1-2,,https://www.bbc.com/sport/football/live/cwyg1z33v0xt,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Strasbourg vs Brest,2025-11-30 09:00:00,Ligue 1,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.5542,0.0167,0.68,3.32,1.8333,pinnacle:1.85; codere_it:1.83; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,67.36,1-2,,https://www.bbc.com/sport/football/live/cwyg1z33v0xt,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Strasbourg vs Brest,2025-11-30 09:00:00,Ligue 1,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.5542,0.0533,1.91,3.32,1.9767,pinnacle:2.03; betsson:1.95; codere_it:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,44.09,1-2,,https://www.bbc.com/sport/football/live/cwyg1z33v0xt,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Doble Chance,1X,1.18,marathonbet,5,0.5437,0.015,0.86,3.09,1.165,marathonbet:1.18; pinnacle:1.17; bwin:1.165; codere_it:1.16; betsson:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,34.41,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Doble Chance,1X,1.18,marathonbet,5,0.5437,0.015,0.86,3.09,1.165,marathonbet:1.18; pinnacle:1.17; bwin:1.165; codere_it:1.16; betsson:1.15,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,34.41,1-2,,https://www.espn.com/soccer/match/_/gameId/746823/1-fc-heidenheim-1846-1-fc-union-berlin,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Doble Chance,X2,1.76,pinnacle,4,0.5425,0.0675,2.55,4.59,1.6925,pinnacle:1.76; betsson:1.7; marathonbet:1.66; codere_it:1.65,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,53.65,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E5_Alta_Confianza,5.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Doble Chance,1X,1.31,pinnacle,4,0.5425,0.02,1.23,4.59,1.29,pinnacle:1.31; betsson:1.3; marathonbet:1.28; codere_it:1.27,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,28.76,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Doble Chance,X2,1.76,pinnacle,4,0.5425,0.0675,2.55,4.59,1.6925,pinnacle:1.76; betsson:1.7; marathonbet:1.66; codere_it:1.65,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,53.65,0-1,,https://www.espn.com/soccer/match/_/gameId/731287/huachipato-nublense,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,1X,1.47,pinnacle,4,0.5333,0.029,2.01,3.9,1.441,pinnacle:1.47; betsson:1.47; bwin:1.414; marathonbet:1.41,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,26.1,,,,,E1_Margen_Bajo,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,X2,1.46,pinnacle,4,0.5333,0.0167,0.75,3.9,1.4433,pinnacle:1.46; bwin:1.4431; betsson:1.44; marathonbet:1.43,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,63.56,,,,,E1_Margen_Bajo,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,1X,1.47,pinnacle,4,0.5333,0.029,2.01,3.9,1.441,pinnacle:1.47; betsson:1.47; bwin:1.414; marathonbet:1.41,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,26.1,,,,,E3_Sharp_Validation,4.0
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,X2,1.46,pinnacle,4,0.5333,0.0167,0.75,3.9,1.4433,pinnacle:1.46; bwin:1.4431; betsson:1.44; marathonbet:1.43,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,63.56,,,,,E3_Sharp_Validation,4.0
Le Havre vs Lille,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.97,pinnacle,3,0.5192,0.0267,1.28,3.39,1.9433,pinnacle:1.97; betsson:1.95; codere_it:1.91,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,59.29,0-1,,https://www.bbc.com/sport/football/live/cz7nwzqq042t,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Le Havre vs Lille,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.5192,0.0367,1.77,3.39,1.8633,pinnacle:1.9; codere_it:1.87; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,43.33,0-1,,https://www.bbc.com/sport/football/live/cz7nwzqq042t,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Le Havre vs Lille,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.97,pinnacle,3,0.5192,0.0267,1.28,3.39,1.9433,pinnacle:1.97; betsson:1.95; codere_it:1.91,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,59.29,0-1,,https://www.bbc.com/sport/football/live/cz7nwzqq042t,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Le Havre vs Lille,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.5192,0.0367,1.77,3.39,1.8633,pinnacle:1.9; codere_it:1.87; betsson:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,43.33,0-1,,https://www.bbc.com/sport/football/live/cz7nwzqq042t,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,1X,1.39,pinnacle,3,0.5052,0.0167,0.91,3.84,1.3733,pinnacle:1.39; betsson:1.37; marathonbet:1.36,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,31.35,,,,,E1_Margen_Bajo,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,X2,1.66,pinnacle,3,0.5052,0.0333,1.53,3.84,1.6267,pinnacle:1.66; betsson:1.62; marathonbet:1.6,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,56.0,,,,,E1_Margen_Bajo,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,1X,1.39,pinnacle,3,0.5052,0.0167,0.91,3.84,1.3733,pinnacle:1.39; betsson:1.37; marathonbet:1.36,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,31.35,,,,,E3_Sharp_Validation,4.0
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,X2,1.66,pinnacle,3,0.5052,0.0333,1.53,3.84,1.6267,pinnacle:1.66; betsson:1.62; marathonbet:1.6,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,56.0,,,,,E3_Sharp_Validation,4.0
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.4929,0.0367,1.33,3.51,1.9733,pinnacle:2.01; codere_it:1.96; betsson:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,58.0,0-2,,https://www.espn.com/soccer/match/_/gameId/748283/real-betis-sevilla,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Goles (Over/Under),Under 2.5,1.86,pinnacle,3,0.4929,0.0267,1.03,3.51,1.8333,pinnacle:1.86; betsson:1.82; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,46.39,0-2,,https://www.espn.com/soccer/match/_/gameId/748283/real-betis-sevilla,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.4929,0.0367,1.33,3.51,1.9733,pinnacle:2.01; codere_it:1.96; betsson:1.95,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,58.0,0-2,,https://www.espn.com/soccer/match/_/gameId/748283/real-betis-sevilla,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Goles (Over/Under),Under 2.5,1.86,pinnacle,3,0.4929,0.0267,1.03,3.51,1.8333,pinnacle:1.86; betsson:1.82; codere_it:1.82,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,46.39,0-2,,https://www.espn.com/soccer/match/_/gameId/748283/real-betis-sevilla,2025-12-16T01:20:18+00:00,E3_Sharp_Validation,4.0
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,Primera División,Doble Chance,X2,1.71,pinnacle,4,0.4704,0.0429,2.28,4.06,1.6671,pinnacle:1.71; betsson:1.7; marathonbet:1.63; bwin:1.6286,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,52.52,,,,,E3_Sharp_Validation,4.0
Angers vs RC Lens,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.4699,0.03,1.35,3.32,1.82,pinnacle:1.85; betsson:1.82; codere_it:1.79,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Acertado,,57.53,1-2,,https://www.foxsports.com/soccer/ligue1-angers-vs-lens-nov-30-2025-game-boxscore-630940,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
Angers vs RC Lens,2025-11-30 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.4699,0.0267,1.03,3.32,2.0033,pinnacle:2.03; codere_it:2.0; betsson:1.98,mejores_oportunidades_apuestas_con_resultados_refresco_web_aplicado.csv,2025-12-15T20:48:10,Fallido,,46.03,1-2,,https://www.foxsports.com/soccer/ligue1-angers-vs-lens-nov-30-2025-game-boxscore-630940,2025-12-16T01:20:18+00:00,E1_Margen_Bajo,4.0
