Partido,Fecha_Hora_Colombia,Estado,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Nacional vs Benfica,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.88,pinnacle,1,0.3691,0.0,,4.47,1.88,pinnacle:1.88
Nacional vs Benfica,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.95,pinnacle,1,0.3691,0.0,,4.47,1.95,pinnacle:1.95
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.92,pinnacle,1,0.3662,0.0,,2.84,1.92,pinnacle:1.92
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.97,pinnacle,1,0.3662,0.0,,2.84,1.97,pinnacle:1.97
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.88,pinnacle,1,0.3634,0.0,,4.21,1.88,pinnacle:1.88
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.96,pinnacle,1,0.3634,0.0,,4.21,1.96,pinnacle:1.96
Chelsea vs Barcelona,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.85,pinnacle,3,0.3616,0.0233,0.93,3.07,1.8267,pinnacle:1.85; betsson:1.82; codere_it:1.81
Arouca vs Braga,2025-12-01 15:15:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.86,pinnacle,1,0.3606,0.0,,4.52,1.86,pinnacle:1.86
Arouca vs Braga,2025-12-01 15:15:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.97,pinnacle,1,0.3606,0.0,,4.52,1.97,pinnacle:1.97
Nottingham Forest vs Brighton and Hove Albion,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.3597,0.03,1.91,3.67,1.86,pinnacle:1.89; betsson:1.88; codere_it:1.81
Nottingham Forest vs Brighton and Hove Albion,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.97,pinnacle,3,0.3597,0.0167,1.21,3.67,1.9533,pinnacle:1.97; codere_it:1.97; betsson:1.92
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.94,pinnacle,1,0.3592,0.0,,3.09,1.94,pinnacle:1.94
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.94,pinnacle,1,0.3592,0.0,,3.09,1.94,pinnacle:1.94
Manchester City vs Leeds United,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.91,pinnacle,1,0.358,0.0,,3.38,1.91,pinnacle:1.91
Manchester City vs Leeds United,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.96,pinnacle,1,0.358,0.0,,3.38,1.96,pinnacle:1.96
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,2.02,pinnacle,1,0.3557,0.0,,2.98,2.02,pinnacle:2.02
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.87,pinnacle,1,0.3557,0.0,,2.98,1.87,pinnacle:1.87
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.86,pinnacle,1,0.351,0.0,,3.02,1.86,pinnacle:1.86
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Under 3.0,2.03,pinnacle,1,0.351,0.0,,3.02,2.03,pinnacle:2.03
Casa Pia vs Alverca,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,2.03,pinnacle,1,0.3492,0.0,,4.21,2.03,pinnacle:2.03
Casa Pia vs Alverca,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.82,pinnacle,1,0.3492,0.0,,4.21,1.82,pinnacle:1.82
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.25,2.07,pinnacle,1,0.3458,0.0,,2.95,2.07,pinnacle:2.07
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.25,1.83,pinnacle,1,0.3458,0.0,,2.95,1.83,pinnacle:1.83
Liverpool vs PSV Eindhoven,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,1.89,pinnacle,3,0.3354,0.01,0.43,3.16,1.88,pinnacle:1.89; betsson:1.88; codere_it:1.87
Liverpool vs PSV Eindhoven,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.99,pinnacle,3,0.3354,0.03,1.5,3.16,1.96,pinnacle:1.99; codere_it:1.97; betsson:1.92
Espanyol vs Rayo Vallecano,2025-12-07 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.0,1.85,pinnacle,1,0.3248,0.0,,4.31,1.85,pinnacle:1.85
Espanyol vs Rayo Vallecano,2025-12-07 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.0,1.99,pinnacle,1,0.3248,0.0,,4.31,1.99,pinnacle:1.99
Manchester United vs Everton,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.96,pinnacle,1,0.3226,0.0,,3.1,1.96,pinnacle:1.96
Manchester United vs Everton,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.92,pinnacle,1,0.3226,0.0,,3.1,1.92,pinnacle:1.92
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.89,pinnacle,1,0.3196,0.0,,3.16,1.89,pinnacle:1.89
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.99,pinnacle,1,0.3196,0.0,,3.16,1.99,pinnacle:1.99
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.316,0.0133,0.68,3.07,1.8367,pinnacle:1.85; codere_it:1.84; betsson:1.82
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.04,pinnacle,3,0.316,0.0233,0.84,3.07,2.0167,pinnacle:2.04; codere_it:2.01; betsson:2.0
Guadalajara vs Cruz Azul,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.93,pinnacle,2,0.3146,0.025,1.31,4.45,1.905,pinnacle:1.93; betsson:1.88
Guadalajara vs Cruz Azul,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.9,pinnacle,2,0.3146,0.025,1.33,4.45,1.875,pinnacle:1.9; betsson:1.85
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,⏰ Próximo,Goles (Over/Under),Over 2.0,1.92,pinnacle,1,0.3128,0.0,,3.9,1.92,pinnacle:1.92
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,⏰ Próximo,Goles (Over/Under),Under 2.0,1.93,pinnacle,1,0.3128,0.0,,3.9,1.93,pinnacle:1.93
Bologna vs Cremonese,2025-12-01 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.3086,0.03,1.49,3.37,2.01,pinnacle:2.04; betsson:1.98
Bologna vs Cremonese,2025-12-01 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.84,pinnacle,2,0.3086,0.01,0.55,3.37,1.83,pinnacle:1.84; betsson:1.82
Nantes vs RC Lens,2025-12-06 11:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.93,pinnacle,1,0.3022,0.0,,4.17,1.93,pinnacle:1.93
Nantes vs RC Lens,2025-12-06 11:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.91,pinnacle,1,0.3022,0.0,,4.17,1.91,pinnacle:1.91
Le Havre vs Paris FC,2025-12-07 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.93,pinnacle,2,0.3022,0.015,0.78,4.17,1.915,pinnacle:1.93; betsson:1.9
Le Havre vs Paris FC,2025-12-07 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.91,pinnacle,2,0.3022,0.03,1.6,4.17,1.88,pinnacle:1.91; betsson:1.85
Ajax vs Groningen,2025-11-30 14:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.86,pinnacle,1,0.2998,0.0,,4.27,1.86,pinnacle:1.86
Ajax vs Groningen,2025-11-30 14:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.98,pinnacle,1,0.2998,0.0,,4.27,1.98,pinnacle:1.98
Borussia Dortmund vs TSG Hoffenheim,2025-12-07 11:30:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.97,pinnacle,1,0.2901,0.0,,4.24,1.97,pinnacle:1.97
Borussia Dortmund vs TSG Hoffenheim,2025-12-07 11:30:00,⏰ Próximo,Goles (Over/Under),Under 3.25,1.87,pinnacle,1,0.2901,0.0,,4.24,1.87,pinnacle:1.87
Real Betis vs FC Utrecht,2025-11-27 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.67,codere_it,2,0.2901,0.025,1.52,3.93,1.645,codere_it:1.67; betsson:1.62
Real Betis vs FC Utrecht,2025-11-27 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.27,codere_it,2,0.2901,0.025,1.11,3.93,2.245,codere_it:2.27; betsson:2.22
Sassuolo vs Fiorentina,2025-12-06 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.82,pinnacle,1,0.2898,0.0,,4.21,1.82,pinnacle:1.82
Sassuolo vs Fiorentina,2025-12-06 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.03,pinnacle,1,0.2898,0.0,,4.21,2.03,pinnacle:2.03
Nice vs Angers,2025-12-07 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.82,pinnacle,2,0.2898,0.035,1.96,4.21,1.785,pinnacle:1.82; betsson:1.75
Nice vs Angers,2025-12-07 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.03,pinnacle,2,0.2898,0.005,0.25,4.21,2.025,pinnacle:2.03; betsson:2.02
Tijuana vs Tigres,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.82,pinnacle,1,0.2898,0.0,,4.21,1.82,pinnacle:1.82
Tijuana vs Tigres,2025-11-26 16:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,2.03,pinnacle,1,0.2898,0.0,,4.21,2.03,pinnacle:2.03
VfL Wolfsburg vs Union Berlin,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.87,pinnacle,2,0.2877,0.01,0.54,4.24,1.86,pinnacle:1.87; betsson:1.85
VfL Wolfsburg vs Union Berlin,2025-12-06 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.97,pinnacle,2,0.2877,0.035,1.81,4.24,1.935,pinnacle:1.97; betsson:1.9
SC Telstar vs Feyenoord,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.94,pinnacle,1,0.2825,0.0,,4.46,1.94,pinnacle:1.94
SC Telstar vs Feyenoord,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Under 3.25,1.89,pinnacle,1,0.2825,0.0,,4.46,1.89,pinnacle:1.89
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.94,pinnacle,1,0.2803,0.0,,4.46,1.94,pinnacle:1.94
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.89,pinnacle,1,0.2803,0.0,,4.46,1.89,pinnacle:1.89
CA Osasuna vs Levante,2025-12-08 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.81,pinnacle,1,0.2787,0.0,,4.27,1.81,pinnacle:1.81
CA Osasuna vs Levante,2025-12-08 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.04,pinnacle,1,0.2787,0.0,,4.27,2.04,pinnacle:2.04
Hamburger SV vs Werder Bremen,2025-12-07 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.96,pinnacle,1,0.2755,0.0,,4.21,1.96,pinnacle:1.96
Hamburger SV vs Werder Bremen,2025-12-07 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.88,pinnacle,1,0.2755,0.0,,4.21,1.88,pinnacle:1.88
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,1.96,pinnacle,3,0.2722,0.01,0.42,3.38,1.95,pinnacle:1.96; betsson:1.95; codere_it:1.94
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.91,pinnacle,3,0.2722,0.0233,1.39,3.38,1.8867,pinnacle:1.91; codere_it:1.9; betsson:1.85
Barcelona vs Atlético Madrid,2025-12-02 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.84,pinnacle,1,0.269,0.0,,4.35,1.84,pinnacle:1.84
