Partido,Fecha_Hora_Colombia,Estado,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Marseille vs Toulouse,2025-11-29 15:05:00,⏰ Próximo,Ambos Marcan,No,1.93,pinnacle,1,0.0,0.0,,3.63,1.93,pinnacle:1.93
Strasbourg vs Brest,2025-11-30 09:00:00,⏰ Próximo,Ambos Marcan,Yes,1.72,pinnacle,1,0.0,0.0,,4.22,1.72,pinnacle:1.72
Strasbourg vs Brest,2025-11-30 09:00:00,⏰ Próximo,Ambos Marcan,No,2.17,pinnacle,1,0.0,0.0,,4.22,2.17,pinnacle:2.17
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Ambos Marcan,Yes,1.76,pinnacle,1,0.0,0.0,,4.44,1.76,pinnacle:1.76
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Ambos Marcan,No,2.1,pinnacle,1,0.0,0.0,,4.44,2.1,pinnacle:2.1
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Ambos Marcan,Yes,1.61,pinnacle,1,0.0,0.0,,4.48,1.61,pinnacle:1.61
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Ambos Marcan,No,2.36,pinnacle,1,0.0,0.0,,4.48,2.36,pinnacle:2.36
Ajax vs Benfica,2025-11-25 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.65,pinnacle,1,0.0,0.0,,3.71,1.65,pinnacle:1.65
Ajax vs Benfica,2025-11-25 12:45:00,⏰ Próximo,Ambos Marcan,No,2.32,pinnacle,1,0.0,0.0,,3.71,2.32,pinnacle:2.32
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.64,pinnacle,1,0.0,0.0,,3.89,1.64,pinnacle:1.64
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Ambos Marcan,No,2.33,pinnacle,1,0.0,0.0,,3.89,2.33,pinnacle:2.33
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.83,pinnacle,1,0.0,0.0,,3.91,1.83,pinnacle:1.83
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,2.03,pinnacle,1,0.0,0.0,,3.91,2.03,pinnacle:2.03
Chelsea vs Barcelona,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.38,pinnacle,1,0.0,0.0,,3.62,1.38,pinnacle:1.38
Chelsea vs Barcelona,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,3.21,pinnacle,1,0.0,0.0,,3.62,3.21,pinnacle:3.21
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.83,pinnacle,1,0.0,0.0,,4.4,1.83,pinnacle:1.83
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,2.01,pinnacle,1,0.0,0.0,,4.4,2.01,pinnacle:2.01
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.53,pinnacle,1,0.0,0.0,,3.97,1.53,pinnacle:1.53
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,2.59,pinnacle,1,0.0,0.0,,3.97,2.59,pinnacle:2.59
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.69,pinnacle,1,0.0,0.0,,4.01,1.69,pinnacle:1.69
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,2.23,pinnacle,1,0.0,0.0,,4.01,2.23,pinnacle:2.23
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.63,pinnacle,1,0.0,0.0,,3.9,1.63,pinnacle:1.63
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,2.35,pinnacle,1,0.0,0.0,,3.9,2.35,pinnacle:2.35
Napoli vs Qarabağ FK,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,Yes,2.08,pinnacle,1,0.0,0.0,,3.94,2.08,pinnacle:2.08
Napoli vs Qarabağ FK,2025-11-25 15:00:00,⏰ Próximo,Ambos Marcan,No,1.79,pinnacle,1,0.0,0.0,,3.94,1.79,pinnacle:1.79
Pafos FC vs AS Monaco,2025-11-26 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.68,pinnacle,1,0.0,0.0,,3.77,1.68,pinnacle:1.68
Pafos FC vs AS Monaco,2025-11-26 12:45:00,⏰ Próximo,Ambos Marcan,No,2.26,pinnacle,1,0.0,0.0,,3.77,2.26,pinnacle:2.26
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.81,pinnacle,1,0.0,0.0,,4.03,1.81,pinnacle:1.81
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Ambos Marcan,No,2.05,pinnacle,1,0.0,0.0,,4.03,2.05,pinnacle:2.05
Arsenal vs Bayern Munich,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.64,pinnacle,1,0.0,0.0,,3.71,1.64,pinnacle:1.64
Arsenal vs Bayern Munich,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.34,pinnacle,1,0.0,0.0,,3.71,2.34,pinnacle:2.34
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.52,pinnacle,1,0.0,0.0,,3.67,1.52,pinnacle:1.52
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.64,pinnacle,1,0.0,0.0,,3.67,2.64,pinnacle:2.64
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.67,pinnacle,1,0.0,0.0,,3.93,1.67,pinnacle:1.67
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.27,pinnacle,1,0.0,0.0,,3.93,2.27,pinnacle:2.27
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.56,pinnacle,1,0.0,0.0,,4.1,1.56,pinnacle:1.56
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.5,pinnacle,1,0.0,0.0,,4.1,2.5,pinnacle:2.5
Liverpool vs PSV Eindhoven,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.65,pinnacle,1,0.0,0.0,,3.9,1.65,pinnacle:1.65
Liverpool vs PSV Eindhoven,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.31,pinnacle,1,0.0,0.0,,3.9,2.31,pinnacle:2.31
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.77,pinnacle,1,0.0,0.0,,3.89,1.77,pinnacle:1.77
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.11,pinnacle,1,0.0,0.0,,3.89,2.11,pinnacle:2.11
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,Yes,1.72,pinnacle,1,0.0,0.0,,3.8,1.72,pinnacle:1.72
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,⏰ Próximo,Ambos Marcan,No,2.19,pinnacle,1,0.0,0.0,,3.8,2.19,pinnacle:2.19
Fenerbahce vs Ferencváros TC,2025-11-27 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.85,pinnacle,1,0.0,0.0,,5.6,1.85,pinnacle:1.85
Fenerbahce vs Ferencváros TC,2025-11-27 12:45:00,⏰ Próximo,Ambos Marcan,No,1.94,pinnacle,1,0.0,0.0,,5.6,1.94,pinnacle:1.94
Viktoria Plzeň vs SC Freiburg,2025-11-27 12:45:00,⏰ Próximo,Ambos Marcan,Yes,1.76,pinnacle,1,0.0,0.0,,5.36,1.76,pinnacle:1.76
Viktoria Plzeň vs SC Freiburg,2025-11-27 12:45:00,⏰ Próximo,Ambos Marcan,No,2.06,pinnacle,1,0.0,0.0,,5.36,2.06,pinnacle:2.06
Sport Recife vs Vitoria,2025-11-23 16:30:00,🔴 EN VIVO,Ambos Marcan,Yes,1.78,pinnacle,1,0.0,0.0,,3.8,1.78,pinnacle:1.78
Sport Recife vs Vitoria,2025-11-23 16:30:00,🔴 EN VIVO,Ambos Marcan,No,2.1,pinnacle,1,0.0,0.0,,3.8,2.1,pinnacle:2.1
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Ambos Marcan,Yes,2.06,pinnacle,1,0.0,0.0,,3.79,2.06,pinnacle:2.06
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Ambos Marcan,No,1.81,pinnacle,1,0.0,0.0,,3.79,1.81,pinnacle:1.81
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Ambos Marcan,Yes,2.11,pinnacle,1,0.0,0.0,,4.21,2.11,pinnacle:2.11
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Ambos Marcan,No,1.76,pinnacle,1,0.0,0.0,,4.21,1.76,pinnacle:1.76
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Ambos Marcan,Yes,1.86,pinnacle,1,0.0,0.0,,5.05,1.86,pinnacle:1.86
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Ambos Marcan,No,1.95,pinnacle,1,0.0,0.0,,5.05,1.95,pinnacle:1.95
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Ambos Marcan,Yes,1.99,pinnacle,1,0.0,0.0,,5.5,1.99,pinnacle:1.99
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Ambos Marcan,No,1.81,pinnacle,1,0.0,0.0,,5.5,1.81,pinnacle:1.81
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Ambos Marcan,Yes,1.9,pinnacle,1,0.0,0.0,,5.26,1.9,pinnacle:1.9
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Ambos Marcan,No,1.9,pinnacle,1,0.0,0.0,,5.26,1.9,pinnacle:1.9
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,⏰ Próximo,Ambos Marcan,Yes,1.74,pinnacle,1,0.0,0.0,,5.09,1.74,pinnacle:1.74
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,⏰ Próximo,Ambos Marcan,No,2.1,pinnacle,1,0.0,0.0,,5.09,2.1,pinnacle:2.1
Philadelphia Union vs New York City FC,2025-11-23 19:45:00,⏰ Próximo,Ambos Marcan,Yes,1.97,pinnacle,1,0.0,0.0,,3.95,1.97,pinnacle:1.97
Philadelphia Union vs New York City FC,2025-11-23 19:45:00,⏰ Próximo,Ambos Marcan,No,1.88,pinnacle,1,0.0,0.0,,3.95,1.88,pinnacle:1.88
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Ambos Marcan,Yes,1.7,pinnacle,1,0.0,0.0,,3.87,1.7,pinnacle:1.7
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Ambos Marcan,No,2.22,pinnacle,1,0.0,0.0,,3.87,2.22,pinnacle:2.22
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.83,codere_it,2,-0.0026,0.005,0.27,3.91,1.825,codere_it:1.83; betsson:1.82
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.03,codere_it,2,-0.0026,0.015,0.74,3.91,2.015,codere_it:2.03; betsson:2.0
Leeds United vs Chelsea,2025-12-03 15:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.98,betsson,2,-0.0066,0.01,0.51,4.56,1.97,betsson:1.98; pinnacle:1.96
Juventude vs Bahia,2025-11-28 17:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.09,codere_it,2,-0.01,0.055,2.7,5.99,2.035,codere_it:2.09; betsson:1.98
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.6,codere_it,2,-0.0125,0.01,0.63,3.99,1.59,codere_it:1.6; betsson:1.58
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.41,codere_it,2,-0.0125,0.005,0.21,3.99,2.405,codere_it:2.41; betsson:2.4
Eintracht Frankfurt vs Atalanta BC,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.66,codere_it,2,-0.0146,0.03,1.84,4.1,1.63,codere_it:1.66; betsson:1.6
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.71,codere_it,2,-0.0148,0.03,1.79,6.1,1.68,codere_it:1.71; betsson:1.65
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.39,codere_it,1,-0.0177,0.0,,3.95,2.39,codere_it:2.39
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.61,codere_it,1,-0.0177,0.0,,3.95,1.61,codere_it:1.61
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.4,codere_it,2,-0.0216,0.025,1.05,4.17,2.375,codere_it:2.4; betsson:2.35
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.62,betsson,2,-0.0233,0.03,1.89,5.59,1.59,betsson:1.62; codere_it:1.56
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.28,betsson,2,-0.0233,0.0,0.0,5.59,2.28,betsson:2.28; codere_it:2.28
Getafe vs Elche CF,2025-11-28 15:00:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.61,codere_it,2,-0.0242,0.015,0.94,4.13,1.595,codere_it:1.61; betsson:1.58
Brighton and Hove Albion vs Aston Villa,2025-12-03 14:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.78,betsson,1,-0.0403,0.0,,4.96,1.78,betsson:1.78
Brighton and Hove Albion vs Aston Villa,2025-12-03 14:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.05,betsson,1,-0.0403,0.0,,4.96,2.05,betsson:2.05
Fortuna Sittard vs Heracles Almelo,2025-11-29 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.17,codere_it,2,-0.0403,0.02,0.93,5.96,2.15,codere_it:2.17; betsson:2.13
Manchester United vs West Ham United,2025-12-04 15:00:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.15,betsson,1,-0.0463,0.0,,4.97,1.15,betsson:1.15
Manchester United vs West Ham United,2025-12-04 15:00:00,⏰ Próximo,Goles (Over/Under),Under 1.5,5.55,betsson,1,-0.0463,0.0,,4.97,5.55,betsson:5.55
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.72,codere_it,2,-0.0467,0.035,2.08,5.99,1.685,codere_it:1.72; betsson:1.65
Excelsior vs NAC Breda,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.14,codere_it,2,-0.0508,0.035,1.66,5.9,2.105,codere_it:2.14; betsson:2.07
Crystal Palace vs Manchester United,2025-11-30 07:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.75,betsson,2,-0.0517,0.015,0.86,5.22,1.735,betsson:1.75; codere_it:1.72
Crystal Palace vs Manchester United,2025-11-30 07:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.08,betsson,2,-0.0517,0.0,0.0,5.22,2.08,betsson:2.08; codere_it:2.08
Fortaleza vs Atletico Mineiro,2025-11-30 16:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.22,betsson,2,-0.0517,0.01,0.45,6.77,2.21,betsson:2.22; codere_it:2.2
FC Twente Enschede vs AZ Alkmaar,2025-11-30 10:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.57,codere_it,1,-0.0577,0.0,,5.89,1.57,codere_it:1.57
FC Twente Enschede vs AZ Alkmaar,2025-11-30 10:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.37,codere_it,1,-0.0577,0.0,,5.89,2.37,codere_it:2.37
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.08,codere_it,2,-0.0579,0.03,1.46,6.22,2.05,codere_it:2.08; betsson:2.02
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.73,codere_it,2,-0.0606,0.015,0.87,6.11,1.715,codere_it:1.73; betsson:1.7
Lecce vs Torino,2025-11-30 06:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.55,codere_it,2,-0.0717,0.015,0.59,5.44,2.535,codere_it:2.55; betsson:2.52
Lecce vs Torino,2025-11-30 06:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.51,codere_it,2,-0.0717,0.005,0.33,5.44,1.505,codere_it:1.51; betsson:1.5
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.32,codere_it,1,-0.0717,0.0,,6.0,2.32,codere_it:2.32
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.59,codere_it,1,-0.0717,0.0,,6.0,1.59,codere_it:1.59
Ajax vs Groningen,2025-11-30 14:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.26,codere_it,2,-0.0719,0.02,0.89,5.98,2.24,codere_it:2.26; betsson:2.22
Fulham vs Manchester City,2025-12-02 14:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.68,betsson,1,-0.0743,0.0,,4.98,1.68,betsson:1.68
Fulham vs Manchester City,2025-12-02 14:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.2,betsson,1,-0.0743,0.0,,4.98,2.2,betsson:2.2
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.8,codere_it,2,-0.0743,0.025,1.41,6.06,1.775,codere_it:1.8; betsson:1.75
NEC Nijmegen vs Sparta Rotterdam,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.66,codere_it,2,-0.0786,0.01,0.61,6.11,1.65,codere_it:1.66; betsson:1.64
SC Telstar vs Feyenoord,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.7,codere_it,2,-0.0804,0.01,0.59,6.22,1.69,codere_it:1.7; betsson:1.68
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.58,codere_it,2,-0.0805,0.01,0.64,6.21,1.57,codere_it:1.58; betsson:1.56
Newcastle United vs Tottenham Hotspur,2025-12-02 15:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.65,betsson,1,-0.0832,0.0,,5.05,1.65,betsson:1.65
Newcastle United vs Tottenham Hotspur,2025-12-02 15:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.25,betsson,1,-0.0832,0.0,,5.05,2.25,betsson:2.25
AS Roma vs Napoli,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.4,codere_it,2,-0.0884,0.01,0.42,5.77,2.39,codere_it:2.4; betsson:2.38
AS Roma vs Napoli,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.56,codere_it,2,-0.0884,0.005,0.32,5.77,1.555,codere_it:1.56; betsson:1.55
Fluminense vs Sao Paulo,2025-11-27 18:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.54,codere_it,2,-0.0887,0.01,0.65,6.09,1.53,codere_it:1.54; betsson:1.52
Lanus vs CA Tigre BA,2025-11-26 19:30:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.58,betsson,1,-0.0904,0.0,,5.31,1.58,betsson:1.58
Lanus vs CA Tigre BA,2025-11-26 19:30:00,⏰ Próximo,Goles (Over/Under),Under 1.5,2.38,betsson,1,-0.0904,0.0,,5.31,2.38,betsson:2.38
Fluminense vs Sao Paulo,2025-11-27 18:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.48,betsson,2,-0.0917,0.025,1.02,6.11,2.455,betsson:2.48; codere_it:2.43
NEC Nijmegen vs Sparta Rotterdam,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.21,betsson,2,-0.0949,0.015,0.68,6.22,2.195,betsson:2.21; codere_it:2.18
Vitoria vs Mirassol,2025-11-29 14:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.28,betsson,2,-0.0951,0.015,0.66,7.15,2.265,betsson:2.28; codere_it:2.25
Santos vs Sport Recife,2025-11-28 19:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.85,betsson,2,-0.0952,0.0,0.0,7.25,1.85,betsson:1.85; codere_it:1.85
Burnley vs Crystal Palace,2025-12-03 14:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.85,betsson,2,-0.0974,0.0,0.0,5.34,1.85,betsson:1.85; pinnacle:1.85
Ceará vs Cruzeiro,2025-11-29 19:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,4.9,betsson,1,-0.1005,0.0,,7.36,4.9,betsson:4.9
Ceará vs Cruzeiro,2025-11-29 19:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.15,betsson,1,-0.1005,0.0,,7.36,1.15,betsson:1.15
Mallorca vs CA Osasuna,2025-11-29 08:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.49,codere_it,2,-0.1008,0.035,1.43,5.95,2.455,codere_it:2.49; betsson:2.42
Liverpool vs Sunderland,2025-12-03 15:15:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.38,betsson,1,-0.1017,0.0,,5.31,2.38,betsson:2.38
Liverpool vs Sunderland,2025-12-03 15:15:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.58,betsson,1,-0.1017,0.0,,5.31,1.58,betsson:1.58
Atlético Madrid vs Oviedo,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.72,codere_it,2,-0.1035,0.02,1.18,5.99,1.7,codere_it:1.72; betsson:1.68
Athletic Bilbao vs Atlético Madrid,2025-12-06 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.12,betsson,1,-0.1035,0.0,,5.99,2.12,betsson:2.12
Athletic Bilbao vs Atlético Madrid,2025-12-06 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.7,betsson,1,-0.1035,0.0,,5.99,1.7,betsson:1.7
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.78,betsson,2,-0.1074,0.005,0.28,5.68,1.775,betsson:1.78; codere_it:1.77
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,betsson,2,-0.1074,0.0,0.0,5.68,2.02,betsson:2.02; codere_it:2.02
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,1.73,codere_it,2,-0.1088,0.005,0.29,5.88,1.725,codere_it:1.73; betsson:1.72
West Ham United vs Liverpool,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.28,betsson,2,-0.1091,0.0,0.0,5.59,2.28,betsson:2.28; codere_it:2.28
West Ham United vs Liverpool,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.62,betsson,2,-0.1091,0.005,0.31,5.59,1.615,betsson:1.62; codere_it:1.61
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.54,betsson,1,-0.1102,0.0,,6.26,1.54,betsson:1.54
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.42,betsson,1,-0.1102,0.0,,6.26,2.42,betsson:2.42
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.59,codere_it,2,-0.1117,0.035,2.25,6.0,1.555,codere_it:1.59; betsson:1.52
Hamburger SV vs VfB Stuttgart,2025-11-30 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.32,betsson,2,-0.1125,0.01,0.43,5.6,2.31,betsson:2.32; codere_it:2.3
Hamburger SV vs VfB Stuttgart,2025-11-30 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.6,betsson,2,-0.1125,0.0,0.0,5.6,1.6,betsson:1.6; codere_it:1.6
FC Twente Enschede vs AZ Alkmaar,2025-11-30 10:45:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.42,betsson,1,-0.1134,0.0,,6.26,2.42,betsson:2.42
FC Twente Enschede vs AZ Alkmaar,2025-11-30 10:45:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.54,betsson,1,-0.1134,0.0,,6.26,1.54,betsson:1.54
Barcelona vs Alavés,2025-11-29 10:15:00,⏰ Próximo,Goles (Over/Under),Over 3.5,1.99,codere_it,3,-0.1153,0.02,0.83,5.81,1.97,codere_it:1.99; pinnacle:1.97; betsson:1.95
Fortuna Sittard vs Heracles Almelo,2025-11-29 12:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.68,betsson,2,-0.1159,0.005,0.3,6.47,1.675,betsson:1.68; codere_it:1.67
SC Telstar vs Feyenoord,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.13,betsson,2,-0.1159,0.01,0.47,6.47,2.12,betsson:2.13; codere_it:2.11
Pisa vs Inter Milan,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.09,codere_it,2,-0.1169,0.005,0.24,5.99,2.085,codere_it:2.09; betsson:2.08
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.36,betsson,2,-0.1188,0.015,0.64,6.48,2.345,betsson:2.36; codere_it:2.33
Girona vs Real Madrid,2025-11-30 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.5,2.03,codere_it,2,-0.1201,0.005,0.25,6.08,2.025,codere_it:2.03; betsson:2.02
Girona vs Real Madrid,2025-11-30 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.76,codere_it,2,-0.1201,0.005,0.28,6.08,1.755,codere_it:1.76; betsson:1.75
Pisa vs Parma,2025-12-08 09:00:00,⏰ Próximo,Goles (Over/Under),Over 1.5,1.44,betsson,1,-0.1205,0.0,,5.81,1.44,betsson:1.44
Pisa vs Parma,2025-12-08 09:00:00,⏰ Próximo,Goles (Over/Under),Under 1.5,2.75,betsson,1,-0.1205,0.0,,5.81,2.75,betsson:2.75
